pluripotent_NA18511	pluripotent_NA18856	pluripotent_NA18858	pluripotent_NA18912	pluripotent_NA19140	pluripotent_NA19159	pluripotent_NA19160	pluripotent_NA19210
CLEC18B	1	16	46	23	2	7	4	57
GLG1	3892	2289	53798	1838	371	655	2715	3034
RFWD3	1853	624	17827	646	123	183	840	854
MLKL	157	5	2008	32	3	6	86	36
FA2H	72	6	2503	94	6	12	38	84
WDR59	1156	597	13659	510	104	187	589	891
ZNRF1	3370	1277	33752	1189	248	442	2090	2037
LDHD	1073	17	14029	116	9	16	285	136
ZFP1	311	278	3400	134	41	63	159	233
CTRB2	0	1	3	0	0	0	0	0
CTRB1	0	1	6	0	0	0	0	2
BCAR1	1022	262	16176	281	44	110	592	381
CFDP1	6309	4551	94848	3179	703	1258	3952	5247
TMEM170A	3794	1026	39398	858	164	321	2096	1367
CHST6	290	87	2876	92	12	25	183	135
CHST5	0	12	7	3	1	0	0	6
TMEM231	157	314	2002	130	43	51	114	159
GABARAPL2	7101	2392	97919	1521	345	606	4324	2348
ADAT1	695	278	5704	221	38	64	344	313
KARS	4054	793	48143	776	126	241	2161	1011
TERF2IP	1590	1363	17114	652	148	268	1024	1065
AC025287.4	4	12	2	6	1	3	3	11
DUXB	1	1	0	0	1	0	0	1
CPHXL	4	6	1	1	3	2	0	3
CNTNAP4	1	40	9	51	3	1	1	23
MON1B	644	277	8679	236	43	95	358	367
SYCE1L	182	445	2129	170	39	59	151	204
ADAMTS18	5	122	130	316	27	67	11	62
NUDT7	494	283	6120	139	39	86	443	220
VAT1L	262	380	3640	609	54	182	408	580
CLEC3A	0	0	3	1	0	1	1	1
WWOX	304	6092	4139	4748	808	1963	269	5611
MAF	171	595	4428	355	113	211	163	331
DYNLRB2	7	47	144	13	5	13	5	21
CDYL2	51	100	1239	94	30	30	20	114
CMC2	4334	1525	49669	1049	241	370	2225	2028
CENPN	2161	1150	38452	873	202	307	2227	1308
ATMIN	1875	474	18530	439	96	160	1077	631
C16orf46	17	229	307	96	21	38	19	154
GCSH	981	3672	10750	3823	774	1552	640	5493
BCO1	3	5	49	15	1	3	1	12
GAN	360	357	3558	325	62	90	214	446
CMIP	1608	1215	16267	1156	208	337	910	1932
PLCG2	139	209	988	187	35	58	84	331
SDR42E1	8	2	92	29	0	0	4	0
HSD17B2	4	13	49	17	9	5	1	11
MPHOSPH6	2737	1014	29128	721	122	267	1377	1028
CDH13	80	73	2062	119	19	30	72	278
HSBP1	29780	7160	347119	5703	1136	2025	16020	8642
MLYCD	580	242	9715	242	44	90	413	409
OSGIN1	19	5	750	4	2	3	10	6
NECAB2	113	342	1815	140	39	92	81	243
SLC38A8	1	6	71	7	1	2	3	16
MBTPS1	1133	762	13567	512	101	187	688	681
HSDL1	1366	713	18727	429	78	189	956	726
DNAAF1	7	9	79	5	2	0	2	3
TAF1C	484	110	6988	96	18	30	264	131
ADAD2	42	0	493	2	0	1	10	8
KCNG4	0	0	2	0	0	1	0	0
WFDC1	11	7	194	10	2	1	19	16
ATP2C2	44	23	490	29	3	7	19	48
MEAK7	321	250	4670	144	29	55	207	215
COTL1	4883	2813	72990	1285	240	549	2023	2444
KLHL36	670	159	7053	144	46	65	369	240
USP10	5210	1684	55583	1661	348	549	2704	2591
CRISPLD2	99	20	722	24	7	12	56	73
ZDHHC7	942	273	12932	255	50	93	581	396
KIAA0513	116	94	925	46	14	19	69	92
FAM92B	3	7	18	4	0	1	1	4
GSE1	2093	1031	19348	891	160	250	926	1585
GINS2	4022	1762	45803	1201	199	470	2271	1788
C16orf74	1524	97	9631	215	40	63	571	283
EMC8	3963	802	53151	691	146	251	1906	1220
COX4I1	62200	11267	707505	10263	1928	3636	31976	16579
IRF8	15	1	212	3	1	4	9	4
FOXF1	2	5	30	1	0	0	0	3
MTHFSD	172	159	2043	100	21	37	121	132
FOXC2	41	15	116	6	1	1	15	3
FOXL1	2	0	13	0	0	1	3	3
C16orf95	19	151	308	111	32	42	17	160
FBXO31	184	123	2125	107	22	28	100	160
MAP1LC3B	7898	1389	84243	1266	262	429	3239	2319
ZCCHC14	630	511	6078	324	79	122	354	608
JPH3	425	60	5294	156	14	44	252	216
KLHDC4	929	374	9028	304	69	120	485	481
SLC7A5	1352	232	16444	523	40	174	885	402
CA5A	0	5	0	3	1	1	0	1
BANP	922	486	11387	455	65	139	529	679
ZNF469	35	1	149	6	2	0	17	16
ZFPM1	1960	701	25148	456	113	180	1431	760
ZC3H18	2652	1021	31553	843	151	292	1476	1202
IL17C	3	0	134	0	0	0	5	2
CYBA	13949	2031	199260	2082	326	933	8260	3645
MVD	1452	582	18248	409	94	124	774	752
SNAI3	323	75	4771	53	10	14	83	117
RNF166	839	260	11316	196	26	64	449	254
CTU2	994	157	12272	189	24	41	477	300
PIEZO1	417	25	3476	44	11	23	123	106
CDT1	5332	704	64815	690	143	247	2658	1271
APRT	31791	3490	366167	4681	682	1685	18121	8002
GALNS	333	123	6945	72	23	53	203	213
TRAPPC2L	7319	1307	77712	1275	152	546	3550	2566
PABPN1L	1	0	18	0	0	0	0	0
CBFA2T3	201	24	1337	21	2	5	64	47
ACSF3	608	235	7472	159	30	72	388	290
CDH15	42	6	1053	10	1	2	50	22
SLC22A31	64	7	2400	10	0	15	66	33
ZNF778	388	139	4530	128	20	29	195	163
ANKRD11	9237	4221	107244	3676	600	1288	4952	6123
SPG7	2882	843	29569	784	149	293	1424	1211
RPL13	352635	79389	3851290	65478	12575	26374	225726	114863
CPNE7	352	19	6099	64	15	16	188	117
DPEP1	18	12	836	16	2	4	61	18
CHMP1A	1674	455	25889	341	59	133	959	544
SPATA33	545	717	7757	209	57	129	405	444
CDK10	1004	385	14698	253	57	105	555	497
SPATA2L	429	163	7312	113	29	33	233	161
VPS9D1	190	155	2178	83	23	29	60	113
ZNF276	231	138	3090	65	15	20	173	134
FANCA	962	612	13047	441	106	132	560	675
SPIRE2	148	121	1897	76	24	33	90	137
TCF25	4144	1710	49699	1088	267	445	2368	1722
MC1R	65	14	723	20	2	3	24	20
TUBB3	48	2533	513	1569	433	663	14	3807
DEF8	2820	715	28328	574	88	184	1547	866
CENPBD1	291	37	4256	81	16	23	149	105
DBNDD1	2190	101	13958	339	63	85	1069	566
GAS8	648	100	4165	153	46	42	303	259
PRDM7	0	1	5	0	0	2	0	3
SCGB1C2	0	0	0	0	0	0	0	0
DOC2B	6	26	218	31	1	8	5	30
RPH3AL	4	125	461	71	10	30	15	102
C17orf97	213	207	4206	97	20	16	224	113
RFLNB	1750	129	43781	174	36	108	742	440
VPS53	927	813	10873	723	169	200	507	1002
TLCD3A	677	216	8849	161	36	43	347	239
GEMIN4	1207	136	10447	158	34	71	506	235
GLOD4	5782	1265	71589	935	168	392	2629	1571
MRM3	1252	282	11184	227	43	71	712	395
NXN	3296	2743	31412	2336	491	753	1941	3758
TIMM22	17	489	266	433	89	180	15	992
ABR	37	485	352	383	100	117	21	679
BHLHA9	3	0	25	1	0	0	2	6
TRARG1	0	1	0	1	0	1	0	1
YWHAE	1497	11335	19679	8577	1740	3300	1149	13519
CRK	47	692	517	644	104	294	20	968
MYO1C	1349	214	14763	216	41	74	598	415
INPP5K	277	75	3378	69	11	31	128	135
PITPNA	2129	956	24764	861	155	238	1109	1203
SLC43A2	20	172	201	67	13	33	10	149
SCARF1	0	13	3	19	1	2	0	30
RILP	15	39	257	86	14	27	5	159
PRPF8	1296	1480	13058	1092	241	354	805	1570
TLCD2	0	49	9	26	7	16	0	31
WDR81	28	38	881	51	10	15	14	56
SERPINF2	0	6	1	21	0	2	0	11
SERPINF1	378	283	13265	181	30	106	411	249
SMYD4	618	357	7385	250	48	90	358	354
RPA1	3248	1072	39916	764	160	277	1921	1364
RTN4RL1	1	143	26	49	11	21	2	85
DPH1	18	47	259	20	6	8	10	36
OVCA2	1	3	9	0	0	0	0	2
HIC1	9	9	102	4	0	3	9	9
SMG6	911	1702	12398	1189	243	409	505	1702
SRR	98	434	1541	178	46	113	66	288
TSR1	4925	619	49362	885	134	274	3100	1310
SGSM2	305	143	2916	99	20	37	148	150
MNT	403	130	6697	116	21	46	223	157
METTL16	1834	1291	21828	939	172	297	1067	1329
PAFAH1B1	4645	3155	55413	2078	437	861	2723	3241
CLUH	912	58	10659	98	11	25	308	142
RAP1GAP2	1003	219	12201	885	180	158	364	1838
OR1D5	0	0	0	0	0	0	0	0
OR1D2	0	0	3	0	0	0	0	0
OR1G1	0	0	1	0	0	0	1	0
OR1A2	0	0	0	0	0	0	0	0
OR1A1	0	1	4	0	0	0	0	0
OR3A2	3	4	22	3	2	3	1	17
OR3A1	3	0	9	0	0	0	2	0
AC087498.1	2	1	7	0	0	0	0	0
OR1E1	0	0	0	0	0	0	0	0
OR3A3	0	1	13	0	1	0	0	1
OR1E2	0	0	0	0	0	0	0	0
SPATA22	7	3	38	7	1	0	4	16
ASPA	1	3	86	0	1	2	2	4
TRPV3	18	45	117	20	11	17	10	32
TRPV1	69	123	863	86	19	30	58	108
SHPK	363	269	4224	171	36	63	156	266
CTNS	295	140	5911	105	14	47	185	129
TAX1BP3	1919	652	15883	612	126	194	870	831
EMC6	11268	1899	136965	1863	294	591	5539	2963
P2RX5	113	5	1672	12	1	8	38	24
ITGAE	2563	1691	30138	921	183	427	1453	1341
HASPIN	401	56	4023	84	16	17	166	112
NCBP3	2428	1040	34022	861	143	307	1378	1180
CAMKK1	198	40	1739	37	8	19	75	96
P2RX1	53	1	1443	12	0	3	19	19
ATP2A3	604	25	4281	46	8	10	192	121
ZZEF1	288	365	3442	262	62	76	152	350
CYB5D2	187	264	4120	138	45	65	126	227
ANKFY1	860	928	8538	669	136	210	471	1010
UBE2G1	4337	1693	40306	2349	476	556	1720	3571
SPNS3	0	1	6	1	1	1	1	1
SPNS2	44	11	627	45	3	10	17	9
MYBBP1A	1632	166	18598	226	28	68	949	338
GGT6	12	1	93	1	0	0	3	3
SMTNL2	113	36	1203	40	5	19	54	35
ALOX15	12	1	508	8	1	1	12	7
PELP1	5773	731	59694	942	156	278	2417	1263
ARRB2	1467	420	15918	246	62	101	653	464
MED11	2158	497	22090	405	59	156	1015	598
CXCL16	295	3	1510	19	2	1	40	14
ZMYND15	33	5	176	4	3	0	7	3
TM4SF5	0	0	1	0	0	0	0	0
VMO1	30	30	113	2	0	15	7	9
GLTPD2	10	5	20	3	0	0	1	2
PSMB6	29536	5187	317540	4856	823	1731	13117	8143
AC233723.1	6	19	120	16	2	5	7	7
PLD2	439	93	3893	94	17	38	236	135
MINK1	507	279	6668	215	58	90	280	325
CHRNE	83	44	686	21	7	13	31	66
C17orf107	76	2	898	14	2	2	23	11
GP1BA	18	18	91	9	1	0	6	12
SLC25A11	6948	1181	81208	994	186	347	3299	1824
RNF167	3937	632	61851	607	130	259	2046	1063
PFN1	83053	10282	1047469	15135	2266	4363	39208	25003
ENO3	1107	535	17241	230	32	59	434	491
SPAG7	7153	1887	78106	1529	298	486	3563	2400
CAMTA2	267	55	3826	77	7	23	85	75
INCA1	29	13	632	16	6	7	14	11
KIF1C	1419	268	16699	248	34	90	734	369
SLC52A1	140	15	829	6	2	1	14	15
ZFP3	126	33	939	31	8	19	64	43
ZNF232	1120	300	10979	269	49	79	454	349
USP6	14	5	69	7	3	0	8	21
ZNF594	234	178	2665	133	30	41	122	133
SCIMP	0	21	26	20	2	2	5	16
RABEP1	1978	1490	26838	1081	210	359	1087	1682
NUP88	2056	793	20846	712	133	231	1210	946
RPAIN	7218	2180	84587	1523	296	558	4503	2539
C1QBP	53801	3998	537732	6003	844	1775	26985	8809
DHX33	2839	486	29283	613	100	186	1698	882
DERL2	3073	773	36331	655	137	249	1591	902
MIS12	935	576	10243	437	86	158	612	561
NLRP1	7	42	198	21	7	13	7	42
AC055839.2	2	186	130	34	13	37	3	87
WSCD1	447	368	6184	166	48	60	381	392
AIPL1	67	5	710	37	0	2	49	27
PIMREG	2407	1370	31621	639	127	314	1407	1738
PITPNM3	12	71	589	35	8	16	24	44
KIAA0753	238	495	3254	254	65	97	192	406
AC004706.3	12	7	99	9	0	5	7	8
TXNDC17	14747	2584	208634	3091	514	1134	9716	4909
MED31	1143	692	10239	295	81	147	568	556
C17orf100	44	73	684	39	5	23	48	64
SLC13A5	16	2	512	11	0	0	13	5
XAF1	1	2	19	5	0	0	0	2
FBXO39	0	0	3	0	0	0	0	0
TEKT1	1	13	17	7	2	4	0	1
ALOX12	33	9	522	6	1	1	17	5
RNASEK	174	6382	3089	3617	707	1225	115	4956
C17orf49	206	4486	2512	1669	373	628	141	2505
BCL6B	59	13	518	20	4	3	49	24
SLC16A13	26	72	307	41	10	10	26	32
SLC16A11	114	8	784	15	5	0	28	12
CLEC10A	0	1	6	10	0	3	0	5
ASGR2	1	4	34	1	0	1	0	2
ASGR1	240	141	3471	104	22	46	283	175
DLG4	220	210	3061	89	29	65	170	191
ACADVL	3573	823	48332	574	105	278	1792	1003
DVL2	1172	370	16060	220	46	85	703	389
PHF23	2771	706	32836	604	83	249	1547	846
GABARAP	272	7599	3453	4256	958	1865	168	7039
CTDNEP1	3628	981	53828	758	140	289	2267	1174
ELP5	1918	752	28145	483	96	173	2546	700
CLDN7	13469	228	159233	2159	301	400	5089	2446
SLC2A4	109	36	1814	14	4	10	69	26
YBX2	397	19	9053	109	20	44	290	131
EIF5A	36188	4474	454826	5910	610	1956	19605	9487
GPS2	785	783	12530	506	117	238	485	863
NEURL4	296	56	3923	62	6	20	99	77
ACAP1	416	82	8644	90	9	16	263	145
KCTD11	58	56	1203	28	7	9	38	32
TMEM95	0	0	2	0	0	0	0	0
TNK1	98	15	1577	37	5	13	64	45
PLSCR3	4	108	71	133	14	60	3	200
TMEM256	6520	2431	105555	2039	327	644	3974	2836
NLGN2	251	318	5653	187	34	85	213	300
SPEM1	0	0	38	0	0	0	0	1
SPEM2	0	0	38	1	0	0	0	0
SPEM3	0	0	3	0	0	0	0	0
TMEM102	404	24	6567	60	9	17	215	86
FGF11	264	155	4458	169	37	81	300	266
CHRNB1	338	143	5783	94	25	41	174	140
ZBTB4	292	177	3060	184	27	64	152	232
SLC35G6	0	0	13	0	0	1	0	0
POLR2A	5127	1410	53410	1116	191	357	2361	1684
TNFSF12	125	22	2134	48	5	16	84	51
TNFSF13	1	7	25	11	5	3	0	36
SENP3	152	141	2511	126	19	49	147	151
EIF4A1	12150	13572	151279	14081	2263	4870	7009	24242
CD68	52	3	1396	6	0	1	14	17
MPDU1	2152	727	35719	436	55	197	1246	934
SOX15	1033	52	6193	113	16	38	302	196
FXR2	530	205	7342	156	27	52	294	183
SHBG	29	50	819	21	7	9	30	22
SAT2	6348	1998	83717	1362	310	484	3651	2243
ATP1B2	667	278	10383	188	79	62	729	368
TP53	3397	615	34799	612	118	210	2348	976
WRAP53	893	377	12353	203	49	83	506	381
EFNB3	338	457	4945	166	56	88	217	310
DNAH2	2	27	137	10	5	0	5	17
KDM6B	315	296	5198	192	35	84	392	294
TMEM88	107	401	1423	366	39	69	216	253
NAA38	3163	2834	36892	1012	282	451	2179	1983
CYB5D1	282	73	3754	67	9	26	236	129
CHD3	312	540	2939	236	70	111	299	345
RNF227	22	28	358	14	4	8	34	23
KCNAB3	12	65	216	9	4	9	26	28
TRAPPC1	4609	2305	87620	1689	334	640	3242	2382
CNTROB	136	156	2153	64	15	23	118	124
GUCY2D	3	6	60	4	1	5	4	4
ALOX15B	12	2	255	1	0	0	7	0
ALOX12B	9	8	193	8	3	4	9	13
ALOXE3	0	0	67	0	0	0	3	2
HES7	15	7	162	27	1	0	31	10
PER1	245	129	3833	91	25	24	189	127
VAMP2	1502	1036	20501	413	114	196	1237	810
TMEM107	613	586	6625	267	80	146	448	543
BORCS6	328	51	4128	62	10	17	131	97
AURKB	4985	1194	59353	810	152	312	2661	1498
CTC1	196	116	2564	96	18	32	98	125
PFAS	1829	352	20677	372	55	120	902	560
SLC25A35	117	38	2134	30	4	6	98	50
RANGRF	1783	653	30277	446	87	152	1097	701
ARHGEF15	7	2	142	5	1	1	4	9
ODF4	0	0	0	0	0	0	0	0
KRBA2	54	230	663	107	25	58	45	180
RPL26	86307	49307	927383	47160	8548	17246	51001	79000
RNF222	7	6	41	3	0	2	3	2
NDEL1	503	360	6844	308	66	91	307	383
MYH10	5801	3362	76778	2865	512	1116	4059	4426
CCDC42	2	4	33	1	0	0	1	2
SPDYE4	0	1	0	0	0	0	0	0
MFSD6L	49	1	1195	7	2	5	27	10
PIK3R6	1	3	21	3	1	0	0	7
PIK3R5	59	5	1161	38	7	11	41	50
NTN1	192	227	879	267	82	72	23	716
STX8	1572	1683	21062	1337	266	444	910	1864
CFAP52	1	16	52	5	8	3	3	14
USP43	209	57	2439	253	17	46	96	179
DHRS7C	0	0	0	0	0	0	0	1
GSG1L2	0	0	0	1	1	0	0	0
GLP2R	0	3	0	0	0	0	0	0
RCVRN	0	1	12	0	0	0	0	0
GAS7	326	148	2066	282	43	58	90	362
MYH13	5	0	28	0	0	3	1	4
MYH8	1	1	5	1	0	0	0	0
MYH4	0	0	7	0	0	0	0	0
MYH1	0	1	1	0	0	0	0	0
MYH2	17	0	560	1	1	0	8	4
MYH3	23	18	276	6	1	2	8	29
SCO1	4770	666	53783	851	126	256	2422	1111
ADPRM	213	149	2546	72	19	33	126	93
TMEM220	504	100	6446	121	23	30	378	332
TMEM238L	0	2	5	1	1	1	0	0
PIRT	1	3	1	4	3	0	0	4
SHISA6	20	203	559	113	23	69	37	247
DNAH9	6	103	75	52	24	26	5	80
ZNF18	205	136	2166	71	14	26	119	132
MAP2K4	930	1598	10040	1208	232	405	495	1686
MYOCD	15	11	168	11	2	12	16	26
ARHGAP44	355	558	3749	501	109	155	243	827
ELAC2	2061	327	28292	325	67	135	1075	528
HS3ST3A1	149	291	1387	208	54	66	83	273
COX10	844	454	9662	405	73	140	424	620
CDRT15	0	0	0	0	0	0	0	0
HS3ST3B1	107	201	1014	74	21	34	102	239
PMP22	64	127	803	109	23	18	68	79
TEKT3	30	7	564	9	1	3	23	15
CDRT4	5	267	84	192	33	108	2	369
TVP23C	144	594	2054	389	82	154	121	628
CDRT1	1	2	2	1	1	0	0	6
TRIM16	434	288	4787	203	41	81	266	311
ZNF286A	450	822	5281	541	107	250	235	1020
TBC1D26	0	10	5	2	1	2	1	6
ADORA2B	98	130	1100	76	11	14	63	75
ZSWIM7	2721	1647	35457	860	195	498	1468	2131
TTC19	3739	1748	44663	1373	254	503	2400	1911
NCOR1	4654	3381	57345	2207	480	836	2796	3448
PIGL	634	874	8389	584	140	224	413	951
CENPV	6538	6848	58428	2556	629	1490	5291	5252
UBB	29137	11913	371803	8093	1535	3303	15107	12979
TRPV2	60	4	731	6	0	4	20	9
LRRC75A	5717	434	58682	454	108	182	2775	1050
ZNF287	98	176	1836	70	18	39	75	108
ZNF624	88	156	786	58	20	21	36	86
CCDC144A	7	54	137	34	7	11	3	49
TNFRSF13B	11	2	142	1	0	0	18	9
MPRIP	1423	667	16431	528	112	207	847	892
PLD6	4	5	64	3	1	1	27	2
FLCN	522	94	9015	145	26	53	286	161
COPS3	6062	1415	74130	1107	168	363	2789	1688
NT5M	303	152	5485	133	27	50	221	229
MED9	653	201	7639	169	37	57	326	247
RASD1	342	47	1522	33	6	10	74	78
PEMT	1501	676	19099	547	94	192	1041	799
RAI1	85	528	428	159	61	76	66	334
SREBF1	1072	251	9965	214	39	54	426	286
TOM1L2	56	228	945	159	26	49	31	154
DRC3	28	79	265	39	9	20	10	42
ATPAF2	769	335	9210	178	32	79	457	344
GID4	911	173	10908	171	34	70	497	307
DRG2	1442	471	21563	422	84	128	806	594
MYO15A	27	22	350	15	1	5	23	35
ALKBH5	2452	554	32995	555	110	205	1611	869
LLGL1	674	320	3972	174	40	41	186	352
FLII	1901	384	25669	349	65	129	1107	519
MIEF2	290	107	4676	93	15	25	232	125
TOP3A	713	448	8140	318	61	104	364	428
SMCR8	328	59	4054	80	11	17	147	103
SHMT1	1386	476	18492	411	83	155	799	653
EVPLL	5	0	258	3	0	3	14	5
LGALS9C	0	0	8	0	0	0	0	0
TBC1D28	0	0	0	0	0	0	0	0
FOXO3B	131	124	1374	69	8	26	66	117
TRIM16L	126	58	1554	54	15	18	64	65
FBXW10	0	6	4	3	0	0	0	3
TVP23B	591	325	5102	241	47	77	293	296
PRPSAP2	2492	991	26589	660	162	260	1552	1180
SLC5A10	2	19	44	14	2	7	1	40
FAM83G	374	20	5026	54	13	20	159	95
GRAP	0	1	40	4	0	0	3	1
GRAPL	0	0	0	2	0	0	0	0
EPN2	1519	1116	14182	892	179	334	800	1313
B9D1	1241	538	24130	440	70	172	881	624
MAPK7	604	166	10685	126	26	56	439	237
MFAP4	147	49	3990	76	7	9	152	100
RNF112	24	10	488	9	0	0	28	17
SLC47A1	73	49	787	48	6	8	64	101
ALDH3A2	1909	417	23510	692	89	217	1250	980
SLC47A2	3	12	10	9	2	3	1	8
ALDH3A1	11	4	186	3	0	0	11	2
ULK2	140	477	1519	170	54	92	87	288
AKAP10	512	753	6962	538	110	178	325	745
SPECC1	2498	905	31046	791	201	278	1425	1346
LGALS9B	0	1	0	0	0	0	0	0
CDRT15L2	0	0	0	1	2	0	0	0
CCDC144NL	2	181	51	104	19	44	4	189
USP22	4378	1965	59756	1812	329	658	2566	2587
DHRS7B	779	772	12741	750	138	228	590	1026
TMEM11	3564	681	48626	672	93	221	1781	1032
NATD1	234	48	2641	51	9	14	98	91
MAP2K3	1124	164	14333	185	38	59	513	386
KCNJ12	61	17	783	15	2	6	41	35
KCNJ18	0	0	2	0	0	0	0	0
MTRNR2L1	14	14	261	451	3	5	7	10
WSB1	5197	3013	74429	2100	527	1128	4186	3319
KSR1	528	311	3829	363	74	131	192	550
LGALS9	8	3	80	0	0	3	3	9
NOS2	11	36	150	10	3	9	10	8
LYRM9	165	141	2233	62	19	40	119	101
NLK	568	1151	8176	982	226	348	334	1562
TMEM97	3352	1648	41107	1234	237	493	2504	1832
IFT20	1486	623	18744	435	67	154	737	601
TNFAIP1	564	244	6779	144	28	65	251	218
POLDIP2	3195	571	45641	522	89	151	1645	800
TMEM199	1053	360	14987	245	32	79	548	334
SEBOX	0	0	0	0	0	0	0	0
SARM1	30	102	780	56	19	22	26	120
VTN	14	15	204	11	2	9	11	10
SLC46A1	66	14	1529	12	2	11	27	20
AC005726.1	54	95	754	79	12	33	42	167
SLC13A2	0	0	1	0	0	0	0	0
FOXN1	0	0	2	0	0	0	0	0
UNC119	1843	550	25407	505	96	183	1391	713
PIGS	757	332	10400	178	37	65	413	327
ALDOC	882	123	10329	221	49	88	796	326
SPAG5	1524	336	17225	266	63	103	837	502
RSKR	297	56	2823	49	7	21	198	92
KIAA0100	1162	554	13723	399	77	152	610	646
SDF2	2263	881	32577	583	126	224	1377	923
SUPT6H	2349	741	26814	628	125	247	1206	1035
PROCA1	541	139	7566	134	34	58	341	210
RAB34	10825	1649	128317	1523	215	541	4616	2699
RPL23A	99319	30373	1054995	23876	4415	8883	55021	42532
TLCD1	1706	108	22075	218	27	81	1113	374
NEK8	479	65	6039	85	12	27	284	144
TRAF4	4487	607	54777	824	100	229	2258	1212
FAM222B	3067	1089	34303	1297	260	455	1566	2271
ERAL1	2102	529	30692	422	84	160	1188	778
FLOT2	755	367	14025	398	47	151	634	469
DHRS13	586	181	8220	126	23	53	404	215
PHF12	790	393	9265	316	53	126	445	475
PIPOX	559	62	9534	96	22	39	225	206
SEZ6	6	7	129	9	0	5	5	8
MYO18A	219	168	2502	100	34	35	107	192
TIAF1	7	1	78	3	1	2	7	5
CRYBA1	13	42	114	8	1	6	4	19
NUFIP2	4621	1368	42024	1502	231	470	2300	2226
TAOK1	2658	2034	28633	1422	299	512	1722	2331
ABHD15	54	16	768	11	2	2	22	28
TP53I13	1037	438	13559	324	66	141	526	443
GIT1	924	364	8938	215	49	83	463	353
ANKRD13B	198	108	2511	38	13	16	73	65
CORO6	31	14	273	5	1	1	8	9
SSH2	604	2316	5131	1329	335	451	217	1804
EFCAB5	8	73	71	39	9	19	4	41
NSRP1	3147	2064	34706	1343	252	497	1666	1953
SLC6A4	2	6	24	9	1	5	1	6
BLMH	3164	909	37362	744	121	258	1616	1114
TMIGD1	0	10	0	1	1	0	0	5
CPD	711	686	10908	425	83	167	429	693
GOSR1	3415	1176	38243	992	195	371	1808	1478
CRLF3	597	1053	9080	662	182	285	515	979
ATAD5	2430	1381	25552	854	204	398	1347	1544
TEFM	1262	449	14945	308	66	132	641	421
ADAP2	24	84	440	19	10	9	11	33
RNF135	462	139	4114	161	33	42	341	200
NF1	1225	3448	13097	1939	495	805	934	3015
OMG	1	162	17	66	29	39	2	104
EVI2B	1	57	1	22	7	12	0	37
EVI2A	0	13	8	2	3	2	0	7
RAB11FIP4	1124	185	11607	218	35	83	609	333
COPRS	3669	1356	61762	1104	183	387	2316	1421
UTP6	5474	755	55379	932	148	304	2629	1449
SUZ12	4474	1776	41954	1324	274	517	2134	2013
LRRC37B	306	334	2776	209	44	75	147	335
RHOT1	1568	855	18848	659	97	219	999	1024
RHBDL3	240	223	1973	205	58	90	101	363
C17orf75	2368	954	30419	625	136	226	1547	975
ZNF207	7732	2178	95790	1851	333	664	4436	2708
PSMD11	14432	2209	162741	2278	387	860	6714	3389
CDK5R1	222	53	1965	44	12	19	147	86
MYO1D	221	504	2729	951	156	247	177	1179
TMEM98	2606	1700	27056	945	181	372	1452	1571
SPACA3	0	0	1	0	0	0	0	2
ASIC2	23	74	241	209	52	40	10	177
CCL2	166	129	1901	56	10	26	127	92
CCL7	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0
CCL1	0	0	1	0	0	0	0	0
TMEM132E	4	8	39	5	1	5	3	12
CCT6B	46	201	920	69	16	25	48	142
ZNF830	1315	455	16152	386	79	145	740	507
LIG3	1771	680	18231	485	103	210	1090	728
RFFL	255	342	2251	304	88	92	152	376
RAD51D	506	208	7447	152	23	62	287	250
FNDC8	0	0	19	2	0	1	0	11
NLE1	1341	172	16570	188	41	71	757	367
UNC45B	0	2	17	2	0	0	0	0
SLC35G3	0	0	0	0	0	0	0	0
SLFN5	158	145	1999	61	22	32	61	101
SLFN11	1	0	7	2	0	3	2	1
SLFN12	174	50	687	89	9	30	180	76
SLFN13	74	63	167	79	4	28	177	55
SLFN12L	0	1	1	2	0	0	0	3
SLFN14	0	0	2	0	0	0	0	0
PEX12	100	32	1525	34	8	14	70	48
AP2B1	3977	1621	39531	1237	267	392	2068	1855
TAF15	1559	3343	17668	2618	518	1131	1028	4074
RASL10B	159	91	2614	76	13	30	159	100
GAS2L2	1	1	8	1	0	1	1	1
MMP28	3	18	12	38	4	7	1	19
C17orf50	9	53	146	13	5	3	18	10
HEATR9	0	1	0	1	0	0	0	0
CCL5	0	1	0	1	0	2	0	2
RDM1	62	353	832	91	15	37	26	168
LYZL6	0	0	0	1	0	0	0	0
CCL16	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0
CCL23	0	0	0	0	0	0	0	0
CCL18	0	2	0	0	0	0	0	0
CCL3	0	2	0	0	0	0	0	0
CCL4	0	0	1	1	0	0	0	0
TBC1D3B	0	0	1	0	0	1	0	1
CCL3L1	0	1	0	1	4	1	0	0
CCL4L2	1	0	4	0	0	0	0	0
TBC1D3I	0	0	0	0	0	0	0	0
TBC1D3G	0	0	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0	0	0
ZNHIT3	21	1787	329	1355	263	472	7	1878
MYO19	30	630	540	642	136	240	25	840
PIGW	8	109	70	115	20	41	2	178
