meso_rep1	meso_rep2	meso_rep3	meso_rep4	meso_rep5	meso_rep6
Tmem191c	17	16	7	8	5	5
Pi4ka	64	33	35	22	7	18
Serpind1	1	0	1	0	0	1
Snap29	55	28	39	30	20	25
Crkl	91	59	67	48	49	46
Aifm3	1	1	1	2	0	3
Lztr1	115	59	46	41	35	45
Thap7	86	42	30	29	40	24
Lrrc74b	3	1	0	1	2	1
Slc7a4	2	1	1	0	0	3
Smpd4	86	39	46	39	20	32
Ccdc74a	13	2	3	7	3	3
Med15	89	53	41	53	29	40
Klhl22	109	59	41	57	44	31
Scarf2	85	44	30	36	22	29
Dgcr2	137	55	57	62	37	50
Dgcr14	65	28	36	36	25	23
Gsc2	1	0	1	1	0	0
Slc25a1	158	82	99	92	55	77
Dgcr6	364	176	177	193	135	115
Prodh	15	6	9	13	2	5
Rtn4r	4	2	2	3	2	1
Zdhhc8	43	28	21	20	16	11
Ranbp1	2079	836	1101	1092	769	725
Trmt2a	59	29	31	41	18	29
Dgcr8	88	27	50	46	31	38
Tango2	23	16	9	17	15	12
Arvcf	32	11	12	13	8	12
Comt	164	82	77	70	49	52
Txnrd2	43	11	30	24	16	12
Gnb1l	12	5	3	9	4	2
Rtl10	1	1	0	1	0	1
Tbx1	35	14	14	7	7	9
Sept5	8	6	2	6	2	1
Cldn5	3	4	2	3	2	0
Cdc45	111	30	62	49	38	39
Ufd1	213	96	86	89	76	83
X2510002D24Rik	59	38	37	37	26	28
Mrpl40	262	121	121	101	87	83
Hira	75	35	32	34	14	18
Lamp3	4	2	2	4	0	2
B3gnt5	62	32	39	40	22	41
A930003A15Rik	9	2	1	0	1	0
Klhl6	37	16	22	18	10	12
Klhl24	244	93	154	148	100	83
Yeats2	155	63	67	80	65	49
Map6d1	1	0	0	2	1	1
Parl	329	127	135	161	106	119
Abcc5	71	38	33	39	22	28
Eif2b5	293	106	117	146	78	96
Gm16618	0	1	0	0	0	0
Dvl3	102	52	64	60	42	41
Ap2m1	365	147	176	187	125	149
Abcf3	82	26	32	49	25	28
AC087898.2	1	0	1	0	1	1
Vwa5b2	2	0	1	2	0	1
Alg3	69	33	41	47	34	33
Eef1akmt4	61	25	27	27	22	22
Camk2n2	26	12	4	10	10	9
Ece2	2	0	1	1	0	0
Psmd2	552	253	311	273	196	191
Eif4g1	808	329	482	391	256	265
Fam131a	8	3	5	2	2	1
Clcn2	10	4	5	1	2	2
Polr2h	421	173	196	189	158	138
Thpo	1	1	1	1	0	1
Chrd	10	5	1	2	4	2
Ephb3	15	9	8	8	6	4
Gm16863	0	0	1	0	0	0
Vps8	30	20	10	15	12	9
X2510009E07Rik	44	29	14	10	10	20
Ehhadh	5	1	2	0	4	1
X1300002E11Rik	51	27	20	12	16	22
Map3k13	1	3	0	3	1	1
Gm26744	0	0	0	0	0	0
Tmem41a	42	23	17	30	22	23
Liph	0	6	0	1	0	1
Senp2	261	109	118	122	85	85
Igf2bp2	604	228	274	269	177	197
Tra2b	817	422	457	455	304	310
Etv5	56	18	25	18	13	10
Dgkg	1	1	0	1	0	0
Gm15651	0	0	0	0	0	1
Crygs	0	0	0	0	0	0
Tbccd1	29	13	20	11	14	13
Dnajb11	409	179	168	174	116	118
Ahsg	0	0	0	0	2	0
Fetub	3	0	0	2	0	0
Kng2	0	0	0	0	0	0
Kng1	1	0	0	0	2	0
Eif4a2	722	352	363	311	268	256
Rfc4	538	212	289	271	175	207
B630019A10Rik	1	0	1	0	0	0
St6gal1	24	5	11	10	6	7
Masp1	34	14	22	20	21	19
Rtp4	30	13	11	12	18	16
Sst	12	1	0	0	2	0
Bcl6	14	8	5	3	1	0
Lppos	45	23	26	15	9	20
Lpp	442	222	219	197	158	158
Trp63	3	3	2	2	3	2
Gm4524	3	1	2	0	0	0
P3h2	106	42	46	65	42	26
Cldn1	8	16	6	5	2	3
Il1rap	26	15	6	16	5	4
Ccdc50	504	211	241	221	164	189
Fgf12	5	4	1	1	1	1
Mb21d2	32	12	19	33	13	13
Hrasls	6	1	1	3	3	1
Opa1	176	65	76	71	35	51
Gm26569	2	0	1	3	2	1
X4632428C04Rik	0	1	0	0	0	0
X9030404E10Rik	0	1	0	0	0	0
Hes1	763	363	408	403	262	266
Gm26562	0	2	0	0	0	0
Lrrc15	6	4	0	7	1	2
Gp5	0	0	0	0	0	0
Atp13a3	274	96	131	116	86	82
Tmem44	17	12	5	8	7	6
Lsg1	218	91	137	108	88	64
Fam43a	32	14	13	10	7	11
Xxylt1	59	31	33	26	23	23
Acap2	212	93	110	101	72	80
Ppp1r2	764	247	268	230	165	160
AC130815.2	5	1	1	0	0	0
Apod	30	18	23	19	8	3
Bdh1	7	3	1	0	2	3
AC126055.1	1	2	0	2	0	0
Dlg1	130	55	87	59	35	54
X0610012G03Rik	778	336	336	342	258	257
Ncbp2	356	155	156	151	119	101
Senp5	89	48	62	48	42	30
Pak2	477	219	247	232	172	170
Pigx	349	155	166	168	136	135
Cep19	82	31	35	33	40	24
Nrros	2	0	1	2	0	1
Fbxo45	74	34	28	27	22	24
Wdr53	67	16	25	25	20	26
Rnf168	137	69	67	69	68	60
Ubxn7	130	72	76	61	40	64
Tctex1d2	148	65	71	78	64	49
Pcyt1a	106	45	50	50	30	35
Slc51a	2	0	1	1	3	1
Zdhhc19	1	0	1	0	0	0
AC140186.1	0	0	0	0	0	0
Tfrc	281	146	158	132	98	106
Tnk2	24	13	11	15	10	12
Muc4	0	2	0	0	0	1
Rubcn	19	8	6	8	11	5
Fyttd1	565	195	259	225	143	175
Lrch3	98	47	48	53	27	33
Iqcg	19	5	6	9	4	13
Rpl35a	8986	5215	5913	5948	4460	4330
Lmln	15	3	11	13	8	6
Osbpl11	74	41	57	43	30	41
Snx4	300	129	148	128	107	84
Zfp148	300	156	145	124	98	110
Slc12a8	1	1	0	0	1	0
Heg1	70	43	30	23	20	14
Muc13	1	0	0	0	0	0
Itgb5	197	111	104	112	67	81
Umps	218	74	130	98	79	72
Kalrn	46	20	32	23	21	34
Ccdc14	45	15	16	10	6	19
Mylk	229	156	45	49	56	52
AC110166.1	2	0	2	0	0	0
Hacd2	139	47	70	55	49	32
Adcy5	13	9	5	2	4	3
Sec22a	52	30	21	28	14	18
Pdia5	66	31	37	39	30	27
Sema5b	15	10	4	6	4	2
Dirc2	87	40	26	30	33	25
Hspbap1	51	22	21	21	20	23
Parp14	18	9	4	4	4	2
Dtx3l	9	6	3	2	6	6
Parp9	31	16	11	7	10	8
Gm15564	24	14	20	17	4	10
Kpna1	155	58	74	63	50	34
Wdr5b	6	4	5	1	2	2
Fam162a	2200	1029	1037	997	876	930
Ccdc58	477	185	198	189	156	144
Ildr1	1	0	2	1	0	0
Slc15a2	5	2	3	2	3	1
Eaf2	2	2	0	1	1	2
Iqcb1	165	71	70	74	49	45
Golgb1	575	299	339	335	235	259
X4930565N06Rik	0	0	0	0	0	3
Hcls1	0	0	0	0	0	0
Polq	16	4	10	6	4	5
Stxbp5l	12	2	3	2	2	4
Gtf2e1	57	28	27	22	20	19
Rabl3	51	24	28	27	21	22
Hgd	1	0	1	0	0	1
Ndufb4	801	422	478	506	321	291
Fstl1	1262	601	439	423	395	370
Gm36028	1	0	2	0	0	0
Lrrc58	531	205	254	234	183	161
Gpr156	2	0	1	0	0	0
Gsk3b	659	316	303	252	207	232
Maats1	1	0	0	1	0	0
Cox17	71	32	42	41	33	26
Popdc2	20	7	8	11	15	17
Pla1a	4	1	1	3	4	2
Adprh	344	157	132	170	137	121
D930030I03Rik	9	5	1	7	3	3
Timmdc1	63	24	34	25	18	22
Poglut1	113	39	49	51	41	39
Tmem39a	169	76	63	63	47	48
Arhgap31	130	39	48	41	34	26
B4galt4	20	7	9	13	7	14
Upk1b	9	2	16	14	14	17
Igsf11	30	8	19	13	9	15
Lsamp	30	20	13	11	9	7
Gap43	77	49	37	33	25	23
X4932412D23Rik	0	0	0	0	0	0
Zbtb20	337	213	125	108	86	87
Qtrt2	57	23	26	18	14	13
Ccdc191	95	42	41	52	45	38
Zdhhc23	0	1	0	0	2	0
Gramd1c	7	4	5	5	0	3
Atp6v1a	288	157	133	146	109	125
Naa50	786	269	334	310	225	190
Usf3	55	33	26	17	23	12
Spice1	71	34	36	29	31	31
Cfap44	0	0	0	0	0	0
Boc	42	21	25	18	15	17
Nepro	55	23	27	27	16	15
Gtpbp8	75	28	33	41	33	24
Ccdc80	168	81	80	72	57	66
Slc35a5	25	13	17	11	6	15
Atg3	222	98	114	93	77	85
Cd200	13	14	3	6	0	2
Gm609	0	0	0	0	1	0
Tmprss7	1	0	1	0	0	0
Tagln3	19	13	6	8	10	6
Abhd10	82	36	43	33	31	19
Phldb2	261	131	119	118	73	92
Plcxd2	8	2	7	6	3	2
Nectin3	351	135	147	127	100	103
Dppa4	11	8	5	2	5	5
Dppa2	8	5	2	1	2	2
Morc1	2	0	1	3	0	0
Dzip3	176	95	102	93	52	95
C330027C09Rik	91	42	49	42	32	28
Ift57	166	57	55	60	51	54
Cd47	351	192	141	175	119	123
Bbx	486	214	284	290	206	213
G730013B05Rik	0	0	0	0	0	0
Dubr	22	10	9	12	11	15
Cblb	102	55	58	50	26	37
Alcam	238	115	67	80	73	64
Nfkbiz	84	54	38	36	25	46
Nxpe3	14	5	2	4	5	4
Cep97	49	27	24	32	23	21
Rpl24	14828	7080	7105	7078	5302	5200
Zbtb11os1	29	16	10	14	13	14
Zbtb11	177	84	68	60	44	61
Pcnp	687	293	287	290	240	241
Trmt10c	224	76	77	60	54	70
Senp7	153	78	88	72	58	54
Impg2	0	0	0	0	1	0
Abi3bp	53	21	29	11	9	7
Tfg	456	196	175	180	147	148
Tmem45a	209	130	62	68	67	92
Tomm70a	503	207	250	260	187	153
Nit2	246	115	92	82	79	61
Tbc1d23	103	54	59	40	37	34
Tmem30c	2	1	1	0	0	0
Cmss1	199	88	102	93	82	65
CT025521.2	2	1	0	0	0	0
Filip1l	361	250	143	117	114	91
Col8a1	28	20	2	10	3	6
Dcbld2	107	58	71	61	48	38
St3gal6	41	12	21	32	15	15
Cpox	144	44	75	77	61	61
Cldnd1	468	159	165	165	147	140
Riox2	43	22	46	41	24	25
Crybg3	74	21	30	37	26	23
Arl6	71	31	29	39	21	29
Nsun3	12	7	9	6	7	8
Arl13b	249	143	92	91	87	87
Stx19	1	1	1	0	0	0
Pros1	147	70	36	31	39	36
Epha3	133	104	30	40	29	22
X4930453N24Rik	206	108	80	83	74	83
Zfp654	61	23	30	23	22	17
Cggbp1	634	241	274	236	182	191
Chmp2b	212	120	116	106	73	80
Vgll3	17	11	10	12	5	5
Cadm2	5	2	2	0	2	0
Gbe1	52	24	31	21	17	15
Robo1	94	59	56	42	32	35
Robo2	131	63	65	60	41	55
Rbm11	5	0	0	0	0	2
Hspa13	218	102	99	91	81	71
Samsn1	0	0	0	2	0	0
Nrip1	307	152	170	141	99	113
Usp25	123	54	72	51	39	45
Cxadr	126	50	62	62	35	45
Btg3	78	27	25	15	9	1
D16Ertd472e	146	66	69	58	42	44
Chodl	123	101	20	29	28	27
Ncam2	3	2	1	2	0	2
Mir155hg	11	3	6	4	3	1
Mrpl39	156	74	78	86	56	58
Jam2	32	20	17	9	6	7
Atp5j	2259	1092	1229	1182	856	797
Gabpa	156	77	61	51	38	34
App	650	290	247	209	175	178
Cyyr1	2	1	4	2	3	2
Adamts1	397	183	185	152	129	125
Adamts5	48	18	22	15	13	8
N6amt1	194	84	93	85	60	61
Ltn1	130	45	62	62	48	42
Rwdd2b	35	6	10	13	9	8
Usp16	257	117	125	137	68	81
Cct8	1756	723	842	778	561	548
Bach1	475	152	184	167	93	114
X2810407A14Rik	1	0	1	0	0	0
Grik1	3	2	2	2	5	3
Cldn8	0	1	0	1	0	1
Tiam1	69	43	51	35	22	25
Sod1	539	294	342	297	211	218
Scaf4	137	61	72	58	39	49
Hunk	117	42	79	55	41	38
Mis18a	98	19	38	36	24	40
Gm17518	8	5	2	4	2	2
Mrap	7	1	3	0	1	4
Urb1	40	14	18	21	17	17
Eva1c	5	5	0	1	2	1
X1110004E09Rik	145	74	85	77	60	35
Synj1	42	20	21	22	16	15
Paxbp1	183	94	141	105	98	82
X4932438H23Rik	3	1	0	1	0	1
AC034116.3	0	0	1	0	0	0
Olig2	4	1	0	1	0	0
Olig1	0	2	2	4	2	1
Ifnar2	68	29	15	29	19	16
Il10rb	17	10	13	2	9	9
AC150035.3	2	1	0	1	1	0
Ifnar1	88	42	46	31	37	38
Ifngr2	78	50	37	30	30	27
Tmem50b	35	23	10	16	11	14
Dnajc28	5	2	6	4	3	1
Gart	199	80	123	91	74	76
Son	1277	665	745	741	505	571
Donson	46	16	19	15	14	12
Gm10785	3	0	2	3	0	1
Cryzl1	135	71	65	62	47	42
Itsn1	113	45	63	52	38	51
Atp5o.1	1431	735	916	913	688	674
D430001F17Rik	1	1	0	0	0	0
Mrps6	311	152	163	145	95	95
Slc5a3	113	58	59	51	37	40
Smim11	247	161	99	132	71	95
Kcne1	0	0	0	1	0	0
Rcan1	152	47	39	41	30	33
Clic6	12	6	2	1	4	6
Runx1	416	213	118	131	59	73
Setd4	20	10	5	6	4	8
Cbr1	226	118	104	117	86	98
Cbr3	59	24	16	17	12	16
Dopey2	31	6	18	14	8	10
X2310043M15Rik	0	0	0	0	0	0
Morc3	218	85	105	99	72	89
Chaf1b	154	61	59	88	50	45
Sim2	5	1	1	0	0	0
Hlcs	35	19	18	24	14	19
Ripply3	7	2	2	6	5	2
Pigp	452	209	204	194	157	146
Ttc3	1499	694	709	732	464	567
Dscr3	80	37	41	42	33	36
Dyrk1a	154	57	70	64	45	49
AC165271.1	9	0	1	4	1	3
Kcnj15	1	0	0	0	0	0
Erg	2	0	1	0	0	0
Ets2	140	70	36	46	41	46
Psmg1	287	134	143	140	99	94
Brwd1	199	97	98	99	70	57
Hmgn1	3791	1563	2098	1925	1455	1417
Wrb	81	35	33	43	18	28
Lca5l	6	6	3	4	4	4
Sh3bgr	20	8	13	18	8	7
Igsf5	1	1	0	0	0	1
Pcp4	16	10	16	20	20	11
Dscam	0	0	1	0	1	0
Bace2	15	7	8	8	2	9
Mx1	0	0	1	1	0	0
Fam3b	0	0	0	0	0	0
Tmprss2	1	0	3	2	4	5
Ripk4	15	7	7	5	10	2
Prdm15	22	10	7	5	9	6
C2cd2	23	12	14	8	11	6
Zbtb21	73	36	38	37	11	30
C030010L15Rik	2	0	2	1	1	1
B230307C23Rik	44	16	23	22	10	14
A630089N07Rik	21	6	19	10	5	12
Scaf8	156	70	85	70	44	51
AC165953.2	35	19	13	21	11	10
Tiam2	18	8	6	7	6	6
Tfb1m	37	20	27	25	8	17
X1700102H20Rik	7	2	4	3	1	1
Arid1b	128	54	57	63	41	37
Tmem242	94	42	45	58	41	36
Ldhal6b	0	0	0	0	0	1
Zdhhc14	10	10	1	3	4	4
Snx9	157	52	53	50	52	35
Synj2	9	7	2	3	3	7
Serac1	6	3	1	2	2	1
Gtf2h5	671	362	403	369	257	263
Tulp4	341	141	163	141	110	100
Tmem181a	93	32	33	42	30	26
Dynlt1a	58	18	16	15	9	6
Dynlt1b	1	1	0	0	1	0
Dynlt1c	5	5	2	2	0	2
Dynlt1f	224	75	70	63	52	46
Sytl3	2	2	0	0	1	1
Ezr	211	70	169	159	114	130
Gm2885	1	2	2	0	4	2
Rsph3b	3	0	0	0	1	0
AC122413.1	11	1	2	2	0	1
Tagap1	10	9	6	4	1	5
Rnaset2b	3	4	2	3	3	4
Rps6ka2	71	14	31	33	21	25
Fndc1	27	12	2	6	2	3
E430024P14Rik	3	1	1	2	6	1
Rsph3a	4	2	2	2	3	1
Rnaset2a	2	1	2	2	0	2
Fgfr1op	117	55	48	66	42	39
Mpc1	239	129	111	92	78	61
Sft2d1	23	12	4	12	8	11
Prr18	3	2	1	2	1	3
T2	0	0	0	0	1	1
Gm16702	1	3	3	0	1	3
T	6	10	7	5	6	3
Pde10a	56	12	14	20	6	8
Gm17087	2	0	2	5	0	1
X1700010I14Rik	5	3	3	6	2	2
Qk	900	331	381	386	242	260
Pacrg	2	3	4	2	3	1
Park2	8	2	0	1	1	3
Agpat4	148	83	94	86	86	82
Map3k4	148	85	92	97	74	66
X4732491K20Rik	9	5	8	8	3	6
Plg	0	0	0	0	0	0
Slc22a3	1	2	2	0	0	0
Igf2r	921	412	486	409	314	349
Airn	148	75	66	68	51	54
Mas1	0	0	2	0	0	2
Pnldc1	5	0	1	0	1	1
Mrpl18	788	328	444	420	295	284
Tcp1	2115	860	1003	957	698	728
Acat3	1	0	1	0	0	1
Acat2	348	140	184	191	131	139
Wtap	248	102	123	121	64	87
Sod2	416	180	197	172	126	136
Tcte2	2	3	4	1	3	3
Gm16052	3	0	1	0	0	0
Gm16049	1	1	1	2	0	0
Afdn	430	143	256	264	203	163
Dact2	3	1	3	5	3	1
Smoc2	87	46	43	34	19	34
Thbs2	49	21	11	13	14	17
Wdr27	18	11	11	7	7	2
X1600012H06Rik	95	52	38	43	34	34
Phf10	253	116	122	133	95	95
Gm3417	0	0	0	0	0	0
X9030025P20Rik	14	6	6	7	4	3
Gm3448	52	29	18	20	16	20
Gm3435	4	3	0	1	0	0
Ermard	32	14	15	12	10	6
Gm5091	0	0	0	0	0	0
Dll1	25	13	12	14	5	7
A930024N18Rik	0	0	0	1	0	0
Fam120b	40	29	32	26	22	21
AC154378.1	4	0	2	3	0	0
Psmb1	2262	940	1027	1097	801	795
Tbp	35	31	23	19	18	22
Pdcd2	179	66	75	79	77	72
Prdm9	8	6	4	4	3	3
CT033750.2	1	0	0	0	0	0
Chd1	775	288	347	325	206	233
Rgmb	97	45	31	35	14	30
BC002059	13	9	7	16	9	8
Zfp960	3	2	2	2	0	3
Zfp97	5	0	0	0	0	0
AC129328.1	15	4	4	3	1	5
Gm6712	4	2	0	2	3	0
AC154200.1	2	1	2	0	0	0
Riok2	151	61	76	70	44	42
Gm26873	1	0	0	1	0	0
Lix1	101	46	62	67	25	31
Lnpep	126	60	78	56	36	42
Spaca6	143	56	85	65	35	40
Has1	7	7	3	4	6	2
Ppp2r1a	438	175	222	177	154	155
Zfp160	26	10	17	13	7	7
Zfp677	8	2	2	0	2	4
Zfp54	4	1	5	4	5	2
Zfp51	19	6	7	6	5	9
Gm26753	1	0	1	0	0	0
Zfp53	23	13	8	15	10	8
X9330136K24Rik	0	0	1	1	0	0
Zfp52	3	2	0	3	2	2
Zfp948	61	24	29	15	29	29
Zfp983	5	4	3	1	4	1
Zfp760	17	7	13	12	4	10
Zfp229	16	3	6	6	6	10
Zfp820	50	17	16	22	19	15
Zfp995	16	10	16	5	6	3
Zfp942	24	17	23	11	14	12
Zfp943	29	7	11	10	10	13
Zfp947	10	4	4	5	8	4
Zfp994	25	15	11	16	10	3
Zfp944	30	17	15	20	13	21
Zfp758	15	11	9	8	6	7
Zfp946	14	13	15	16	10	14
Gm9805	0	0	0	0	0	0
Gm5493	2	1	1	0	1	2
Gm16386	5	0	3	3	2	0
Zfp945	104	62	55	54	45	50
Zfp40	18	10	12	9	12	4
Zfp213	25	14	15	14	5	17
Zfp13	35	11	15	7	21	7
Zscan10	6	0	4	7	0	6
Mmp25	2	5	0	2	0	0
Bicdl2	5	1	2	1	0	1
Thoc6	150	59	64	68	54	73
Hcfc1r1	315	165	146	137	126	130
Tnfrsf12a	1130	249	284	262	147	151
Cldn6	12	6	10	11	11	14
Cldn9	0	1	1	0	0	0
X1520401A03Rik	0	0	0	0	0	0
Pkmyt1	42	20	22	22	22	11
Paqr4	19	15	2	8	1	3
Kremen2	2	3	0	2	0	0
X9530082P21Rik	0	1	1	3	2	2
Flywch1	131	58	74	75	64	60
Flywch2	105	48	51	43	43	27
D930048G16Rik	3	0	3	0	0	0
Srrm2	3097	1271	1509	1504	1018	1127
Elob	2452	1293	1549	1613	1032	1004
Prss33	0	0	0	0	0	0
Prss41	1	0	2	0	1	0
Dcpp1	0	0	1	0	1	5
Dcpp3	1	1	1	0	1	1
Prss22	2	2	0	0	0	0
Prss27	4	0	3	2	3	2
Kctd5	132	70	87	85	58	50
Pdpk1	146	64	58	59	39	52
Amdhd2	115	62	67	59	44	48
Atp6v0c	5	2	2	4	1	0
Tbc1d24	63	22	21	17	12	19
Tedc2	36	14	16	10	12	10
Ccnf	79	34	29	42	20	21
Abca17	0	1	1	1	0	0
Abca3	13	7	7	6	6	2
Rnps1	743	353	465	429	283	288
Eci1	242	100	130	98	100	77
Dnase1l2	1	1	0	0	1	0
E4f1	43	14	9	13	6	7
Pgp	551	218	302	302	203	199
Mlst8	13	10	8	7	6	9
Caskin1	4	0	2	2	1	1
Traf7	145	68	95	86	60	56
Rab26	7	7	10	5	3	3
Rab26os	16	14	18	13	5	11
Pkd1	35	33	14	29	16	16
Tsc2	58	25	42	29	20	22
Nthl1	116	56	68	45	30	44
Slc9a3r2	81	51	29	38	36	31
Npw	1	0	1	0	0	0
Zfp598	63	29	40	39	30	29
Syngr3	4	1	1	1	1	2
Gfer	352	133	181	146	145	127
Noxo1	2	1	1	0	0	3
Tbl3	97	31	69	43	31	34
Rps2	3899	2467	3183	3351	2698	2525
Snhg9	10	3	2	5	4	4
Ndufb10	1212	523	575	521	401	408
Rpl3l	2	1	0	0	0	0
Msrb1	124	58	68	75	31	42
Hs3st6	9	5	4	1	3	0
Meiob	1	0	0	1	0	1
Hagh	101	47	60	58	40	28
Fahd1	102	43	43	48	38	32
Igfals	2	1	2	0	2	0
Nubp2	73	28	47	41	33	19
Spsb3	69	32	30	37	31	33
Eme2	5	3	1	1	6	1
Mapk8ip3	113	48	69	57	34	47
Mrps34	356	177	197	179	129	145
Jpt2	171	64	108	92	51	76
Cramp1l	75	29	48	42	25	35
Ift140	32	11	18	13	9	8
Tmem204	10	12	5	8	5	4
Telo2	62	28	32	38	25	22
Ptx4	4	2	0	0	0	0
Clcn7	13	11	13	14	8	13
BC003965	198	83	117	83	86	75
Unkl	16	15	20	13	3	12
Gnptg	74	36	38	39	36	20
Tsr3	212	114	124	120	73	110
Baiap3	0	0	1	1	0	0
Ube2i	1921	697	865	843	615	603
Cacna1h	37	22	26	24	16	16
Tekt4	1	1	0	0	0	0
Sox8	15	7	14	13	5	8
Lmf1	66	34	24	27	19	25
Gng13	9	2	3	1	1	1
Chtf18	28	13	15	17	10	10
Rpusd1	19	16	13	12	11	9
Msln	5	4	1	0	3	0
Narfl	31	20	27	15	17	11
Haghl	135	75	62	71	73	55
Ccdc78	1	2	0	0	0	0
Fam173a	265	118	104	125	86	90
Metrn	163	85	96	79	52	57
Gm26694	2	0	0	1	3	1
Fbxl16	8	2	4	5	0	2
Wdr24	19	12	15	11	11	12
Jmjd8	53	21	33	28	26	12
Stub1	684	313	356	329	281	278
Rhot2	28	13	21	12	11	16
Wdr90	21	5	18	9	8	8
Mcrip2	37	20	19	18	11	12
Mettl26	240	103	104	99	103	107
Wfikkn1	6	6	4	5	3	1
Rab40c	42	20	25	18	18	20
Pigq	42	22	32	34	15	23
Capn15	71	42	33	33	28	25
X1700022N22Rik	0	1	0	1	0	1
Rab11fip3	17	10	16	20	11	7
Decr2	46	22	21	22	18	13
Nme4	336	171	180	195	123	131
Gm8186	58	28	44	35	34	37
Tmem8	2	0	1	0	3	3
Mrpl28	630	266	329	319	210	200
Axin1	129	53	68	66	45	36
Arhgdig	41	28	20	28	16	23
Rgs11	2	5	2	4	3	4
Fam234a	44	19	27	16	17	12
Luc7l	474	207	230	228	164	164
Neurl1b	2	1	1	1	0	1
Dusp1	413	203	184	158	115	139
Gm8225	0	0	0	1	1	1
Ergic1	185	81	95	87	52	66
Atp6v0e	649	329	310	348	237	261
Crebrf	150	71	75	73	47	57
Bnip1	85	46	59	35	46	38
Nkx2.5	7	5	2	2	8	4
Gm17382	0	0	0	0	1	0
Kifc5b	13	4	2	2	4	0
Phf1	20	14	9	9	6	8
Cuta	362	161	182	212	155	139
Syngap1	12	4	5	8	5	3
Ggnbp1	12	11	5	7	4	7
Bak1	86	38	36	48	30	16
Itpr3	27	7	11	19	7	7
Uqcc2	832	385	505	487	367	353
Lemd2	118	51	45	55	30	46
Gm26724	39	14	20	21	12	12
Grm4	0	0	1	0	0	0
AC127341.3	31	9	8	7	12	10
Hmga1	125	26	27	25	10	11
AI413582	49	31	14	25	18	20
Nudt3	179	85	99	85	64	72
Rps10	21183	9610	9569	9468	7045	6939
Pacsin1	8	0	3	2	3	3
Spdef	0	0	0	1	0	1
D17Wsu92e	152	71	93	84	52	53
Snrpc	828	391	441	434	337	321
Uhrf1bp1	22	10	11	17	12	12
Taf11	348	134	156	132	109	98
Anks1	25	17	26	12	8	8
Tcp11	2	1	4	3	3	0
Scube3	16	6	9	12	7	6
Zfp523	51	21	22	15	20	20
Def6	14	4	6	2	4	1
Ppard	38	15	14	17	7	15
Fance	120	47	50	37	45	35
Rpl10a	12156	5532	5837	5423	4025	4028
Tead3	33	13	26	18	20	12
Tulp1	11	5	1	2	4	3
Fkbp5	88	22	40	42	14	17
E230001N04Rik	5	0	6	6	3	4
Clps	2	2	0	0	2	4
Lhfpl5	1	0	0	0	0	0
Srpk1	440	199	209	220	161	173
Slc26a8	0	2	0	0	0	0
Mapk14	104	51	65	56	30	45
Mapk13	70	29	13	18	13	14
Brpf3	42	18	23	12	9	15
X4930539E08Rik	0	0	0	0	0	0
Kctd20	174	67	68	77	64	50
Stk38	227	108	92	97	86	69
Srsf3	2878	1205	1482	1298	988	987
Trp53cor1	13	4	4	3	6	3
Cdkn1a	1188	494	515	414	367	389
Rab44	0	0	0	0	0	0
Cpne5	58	48	24	26	17	16
Ppil1	231	99	129	122	94	92
BC004004	132	46	60	47	44	47
Pi16	3	1	1	1	0	1
Mtch1	1082	549	426	476	355	357
Fgd2	2	2	3	1	1	1
Gm26885	17	4	5	3	5	2
Pim1	652	203	234	229	174	177
Tbc1d22b	27	6	13	10	9	9
Tbc1d22bos	1	0	1	0	0	1
Rnf8	84	30	52	52	30	38
Gm28043	0	0	1	0	2	0
Cmtr1	17	6	8	3	4	2
Ccdc167	56	28	42	39	31	30
Mdga1	17	10	7	4	2	1
Zfand3	221	98	81	85	63	71
Btbd9	45	28	19	27	25	24
Glo1	434	178	142	203	155	135
X1700097N02Rik	5	1	0	0	0	2
Dnah8	3	0	2	3	2	0
Abcg1	11	3	1	0	2	1
Tff3	25	12	7	13	16	7
Tff2	0	0	0	0	0	0
Tff1	1	0	4	4	3	2
Ubash3a	0	0	0	0	0	0
Rsph1	9	7	4	3	3	2
Slc37a1	1	1	2	1	2	1
Pde9a	13	3	10	8	4	3
Wdr4	78	32	34	29	16	20
Ndufv3	782	434	576	550	389	449
Pknox1	99	43	47	46	27	26
Cbs	13	2	3	1	7	5
U2af1	1453	537	660	593	489	494
Sik1	126	60	37	49	34	42
Hsf2bp	3	2	4	2	0	0
Rrp1b	206	83	138	133	80	80
Notch3	112	33	43	37	26	29
Ephx3	7	0	2	0	1	1
Brd4	563	257	286	263	204	185
Akap8	265	116	144	116	110	89
Akap8l	212	91	118	75	87	82
Wiz	96	36	45	55	33	27
Rasal3	0	0	0	0	0	0
Cyp4f17	6	4	2	0	0	3
Cyp4f16	40	21	21	14	12	11
Cyp4f15	2	0	1	1	1	1
Zfp871	154	79	97	69	51	62
Gm17115	0	0	2	0	0	0
Zfp811	17	17	19	11	9	7
Zfp799	18	10	10	11	9	9
Zfp870	10	6	8	3	4	2
Cyp4f13	45	18	6	8	11	12
Zfp472	21	8	7	10	8	9
Zfp952	17	15	17	19	9	5
Zfp763	23	12	9	8	4	8
Zfp563	4	4	3	2	4	1
Zfp955a	6	6	5	6	6	3
Zfp955b	14	6	9	7	4	7
Zfp81	55	21	21	24	20	22
Zfp101	48	24	47	30	14	13
Adamts10	49	23	18	24	16	21
