endoderm_NA18511	endoderm_NA18856	endoderm_NA18858	endoderm_NA18912	endoderm_NA19140	endoderm_NA19159	endoderm_NA19160	endoderm_NA19210
ZBTB10	530	260	91	192	22	11	1004	179
ZNF704	136	433	37	299	27	11	352	181
PAG1	78	104	10	132	4	3	184	41
FABP5	5057	1635	541	2132	342	100	8118	2264
PMP2	0	0	0	0	0	0	1	0
FABP9	0	0	0	0	0	0	0	0
FABP4	4	0	1	0	0	0	0	0
FABP12	0	0	0	0	0	0	0	0
IMPA1	420	95	81	95	10	6	744	97
SLC10A5	3	3	0	1	0	0	13	0
ZFAND1	661	266	113	155	19	8	1343	159
CHMP4C	272	55	160	70	6	3	496	51
SNX16	183	130	59	118	2	5	400	99
RALYL	35	112	5	407	29	4	96	107
LRRCC1	383	93	80	81	7	6	764	82
E2F5	969	254	117	186	34	20	1651	214
RBIS	3196	876	767	802	95	31	5865	707
CA13	59	64	14	61	8	2	108	50
CA1	1	15	0	10	5	0	0	16
CA3	28	51	7	36	10	2	90	33
CA2	1195	358	51	455	41	12	1863	307
ATP6V0D2	40	14	5	7	0	1	108	11
PSKH2	2	0	0	2	0	3	32	5
SLC7A13	0	0	0	0	0	0	0	1
WWP1	409	414	148	362	44	26	720	341
RMDN1	513	183	180	136	22	9	902	134
CPNE3	1099	304	436	270	25	15	1946	210
CNGB3	2	2	1	2	0	0	2	2
CNBD1	1	206	0	37	2	1	5	13
DCAF4L2	0	0	0	0	0	0	0	0
MMP16	39	119	11	117	15	6	85	102
RIPK2	519	176	161	115	20	7	528	143
OSGIN2	226	105	108	71	4	2	417	66
NBN	555	217	121	145	26	14	933	125
DECR1	937	373	247	320	50	16	1897	252
CALB1	109	11	34	18	2	3	77	29
TMEM64	222	108	107	132	20	4	504	60
NECAB1	20	8	20	19	0	0	27	4
C8orf88	64	22	17	23	2	2	134	15
PIP4P2	234	51	241	38	4	3	382	44
OTUD6B	170	65	47	41	9	2	319	59
LRRC69	45	65	44	23	4	4	79	26
SLC26A7	1	4	2	4	1	0	2	3
RUNX1T1	146	63	55	61	6	5	181	111
TRIQK	217	163	123	158	10	12	514	108
FAM92A	904	266	209	182	32	10	1535	204
RBM12B	377	185	64	118	16	8	678	141
TMEM67	183	108	35	63	8	6	316	61
PDP1	135	55	82	46	2	6	190	15
CDH17	43	31	0	81	2	4	131	4
GEM	9	18	3	11	2	1	24	10
RAD54B	104	149	11	58	4	7	287	78
FSBP	99	70	18	50	4	5	264	43
VIRMA	612	246	143	221	23	12	1141	195
ESRP1	758	439	343	356	52	25	1450	383
DPY19L4	201	117	57	72	8	8	442	105
INTS8	400	167	73	130	13	12	620	108
CCNE2	75	21	24	16	5	0	118	17
NDUFAF6	331	245	156	154	34	6	608	143
TP53INP1	200	77	72	73	6	3	226	83
PLEKHF2	145	55	106	30	2	2	236	27
C8orf37	34	20	14	11	3	1	60	23
GDF6	16	2	24	1	0	1	88	2
UQCRB	12214	2529	2498	2544	247	129	21692	2309
MTERF3	349	99	70	80	8	5	585	84
PTDSS1	348	82	74	84	20	10	599	122
SDC2	1176	507	132	514	62	19	2474	371
CPQ	161	149	50	206	19	14	388	148
TSPYL5	6	80	51	0	6	4	300	32
MTDH	2415	757	784	757	99	30	4514	544
LAPTM4B	16700	3109	1405	1691	287	131	16724	3340
MATN2	78	29	72	17	0	1	88	48
RPL30	56215	12435	13781	11149	1255	572	116954	10049
ERICH5	36	2	71	9	0	0	43	3
RIDA	795	308	137	159	30	15	1473	187
POP1	143	77	39	43	4	4	257	53
NIPAL2	85	56	11	64	13	3	72	49
STK3	308	793	114	761	91	34	593	537
KCNS2	1	0	0	1	0	0	1	0
OSR2	15	17	3	18	0	0	75	0
VPS13B	153	885	28	801	102	46	244	776
COX6C	8595	1697	2283	1986	193	86	15246	1459
RGS22	8	4	0	8	1	0	13	3
FBXO43	8	5	3	3	0	0	19	4
POLR2K	2440	454	639	410	44	22	4124	332
SPAG1	70	58	75	73	6	1	133	44
RNF19A	447	272	113	285	19	19	780	200
ANKRD46	430	191	88	136	13	15	876	125
SNX31	0	2	0	3	0	0	3	1
PABPC1	11889	2546	3418	2509	221	159	24046	2241
YWHAZ	5523	1840	2212	1838	221	96	9847	1536
ZNF706	2584	513	1700	480	69	23	3990	417
GRHL2	102	247	75	133	15	30	213	159
NCALD	29	76	24	36	5	7	48	50
RRM2B	178	92	130	71	5	5	317	80
UBR5	654	629	181	559	60	33	1084	501
ODF1	0	0	0	0	0	0	0	0
KLF10	190	63	101	61	2	0	335	37
AZIN1	708	282	187	239	30	16	1365	199
ATP6V1C1	352	141	181	157	13	6	598	124
BAALC	17	5	26	4	0	0	28	5
FZD6	163	139	146	112	11	7	261	91
CTHRC1	411	19	850	11	1	1	1194	5
SLC25A32	32	118	11	100	17	7	43	87
DCAF13	1998	497	437	384	49	22	3316	347
RIMS2	187	721	88	422	91	30	258	652
DPYS	691	909	2	1428	88	24	1575	528
DCSTAMP	0	0	0	0	0	0	0	0
LRP12	269	185	65	124	26	14	435	192
ZFPM2	43	302	1	353	36	4	72	397
OXR1	314	335	117	223	17	33	636	199
ABRA	0	0	0	0	1	0	1	0
ANGPT1	320	537	7	616	111	25	952	405
RSPO2	16	100	15	104	0	1	60	70
EIF3E	7830	2478	1529	2077	235	133	16898	1921
EMC2	1034	305	255	267	34	7	1832	220
TMEM74	40	16	12	8	2	1	98	13
TRHR	0	2	0	1	0	0	0	1
NUDCD1	476	193	101	146	20	15	874	164
ENY2	5499	1097	1057	1001	108	56	9062	874
PKHD1L1	8	1	0	3	0	0	4	18
EBAG9	435	119	114	99	14	6	742	93
SYBU	5	6	12	1	0	0	13	1
KCNV1	28	7	2	6	1	1	49	8
CSMD3	113	688	3	438	79	24	159	648
TRPS1	129	277	61	317	28	17	213	262
EIF3H	4775	1290	1331	1128	118	77	8965	1081
UTP23	327	120	87	91	15	3	616	105
RAD21	2336	693	489	543	60	31	3902	531
AARD	7	2	1	0	0	0	40	0
SLC30A8	0	16	0	0	0	0	72	2
MED30	625	137	139	103	13	8	1291	98
EXT1	515	2850	71	2689	332	122	989	2029
SAMD12	138	265	46	200	21	18	189	283
TNFRSF11B	115	53	1	52	8	2	171	42
COLEC10	4	9	1	6	0	1	0	12
MAL2	873	301	365	142	36	6	1689	267
CCN3	3	0	4	3	0	0	3	1
ENPP2	578	329	6	281	39	7	1081	255
TAF2	354	256	67	187	21	10	560	206
DSCC1	369	96	62	55	6	2	770	80
DEPTOR	103	68	4	71	10	2	156	107
COL14A1	17	13	22	12	2	1	85	12
MRPL13	2429	556	605	404	64	31	4426	424
MTBP	78	119	15	71	10	5	130	103
SNTB1	185	533	38	430	29	41	332	430
HAS2	3253	1478	32	826	88	70	5295	928
ZHX2	135	328	17	276	41	8	247	274
DERL1	707	171	224	189	15	11	1303	143
TBC1D31	229	125	17	77	9	8	322	96
FAM83A	2	1	0	2	0	0	2	2
C8orf76	593	227	154	194	29	10	1074	192
ZHX1	236	101	84	148	19	3	524	92
ATAD2	460	288	114	199	24	12	756	228
WDYHV1	510	162	117	115	17	5	892	128
FBXO32	15	5	23	0	0	0	24	2
KLHL38	0	0	0	0	0	0	0	0
ANXA13	1	0	0	0	0	0	7	0
FAM91A1	180	136	70	123	8	5	411	99
FER1L6	2	7	0	2	0	0	1	1
TMEM65	233	153	68	163	15	6	389	152
TRMT12	147	43	38	36	6	2	188	17
RNF139	273	75	105	51	6	1	465	49
TATDN1	1226	369	227	253	35	19	2300	279
NDUFB9	3678	605	1496	642	80	30	5842	581
MTSS1	223	233	17	100	10	8	263	188
ZNF572	11	7	5	2	0	0	3	3
SQLE	2214	724	265	762	90	37	4841	518
WASHC5	281	114	85	111	11	2	332	81
NSMCE2	489	783	178	735	76	40	977	740
TRIB1	256	46	54	50	4	3	290	41
LRATD2	386	53	157	52	8	3	551	61
POU5F1B	23	2	10	2	0	0	32	1
MYC	56	13	46	10	1	0	121	4
GSDMC	0	0	2	0	0	0	0	0
FAM49B	1919	836	491	672	75	43	3397	678
ASAP1	616	979	231	889	92	34	1141	785
ADCY8	36	35	2	78	7	0	57	57
EFR3A	283	227	121	216	23	8	527	208
OC90	0	1	0	0	0	0	0	2
HHLA1	2	7	2	1	0	0	4	1
KCNQ3	7	15	1	18	0	0	7	18
LRRC6	45	37	15	30	2	4	91	25
TMEM71	0	0	1	0	0	0	0	0
PHF20L1	789	335	243	255	31	16	1528	242
TG	11	4	1	7	0	0	19	7
SLA	5	1	1	3	1	0	7	0
CCN4	5	0	2	0	0	0	1	0
NDRG1	317	75	127	141	1	1	652	65
ST3GAL1	417	296	89	219	18	6	1151	243
ZFAT	53	66	10	61	12	6	79	45
KHDRBS3	747	504	226	436	61	29	1548	506
FAM135B	0	17	0	6	1	3	2	22
COL22A1	1	11	0	2	0	2	7	7
KCNK9	0	3	0	0	0	0	2	1
TRAPPC9	131	455	51	307	42	20	189	414
CHRAC1	382	114	146	101	4	9	1054	99
AGO2	873	321	222	260	25	17	1382	317
PTK2	970	2146	315	1868	198	89	1683	1790
DENND3	29	13	19	4	0	1	51	9
SLC45A4	82	134	18	99	8	5	195	80
GPR20	0	4	0	6	0	0	0	3
PTP4A3	2	52	1	47	3	1	3	56
AC138647.1	0	0	0	0	0	0	0	0
TSNARE1	25	49	11	32	8	5	32	56
ADGRB1	7	3	3	4	0	0	10	2
ARC	8	0	11	3	0	0	13	2
JRK	149	27	33	26	2	2	269	23
PSCA	9	1	7	2	1	0	47	1
LY6K	44	1	70	0	0	0	200	0
THEM6	138	5	57	25	2	1	304	18
SLURP1	0	0	0	0	0	0	0	0
LYPD2	31	0	76	0	0	0	48	7
SLURP2	0	0	0	0	0	0	0	0
LYNX1	37	2	14	11	0	0	53	10
LY6D	0	0	10	0	0	0	1	0
GML	0	0	0	1	0	0	0	0
CYP11B1	0	0	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0
LY6E	68	601	35	1425	115	63	90	1866
LY6L	0	0	0	1	0	0	0	0
LY6H	1	5	0	12	0	1	2	5
GPIHBP1	0	0	0	0	0	0	0	0
ZFP41	59	20	11	26	1	2	76	24
GLI4	304	82	81	62	11	3	574	58
ZNF696	115	27	20	17	0	1	145	19
TOP1MT	390	109	73	77	11	2	1015	95
RHPN1	118	15	51	11	3	3	141	10
MAFA	1	2	3	0	0	0	6	5
ZC3H3	177	77	40	60	8	3	248	65
GSDMD	76	26	20	51	2	0	52	13
MROH6	4	21	0	10	1	1	5	14
NAPRT	282	159	55	43	11	2	995	148
EEF1D	4922	2999	1369	2348	281	147	9372	2168
TIGD5	0	55	0	57	4	3	0	42
PYCR3	3	23	1	18	7	1	2	19
TSTA3	302	174	126	196	21	8	451	168
ZNF623	4	70	0	54	2	2	1	62
ZNF707	1	23	0	20	1	2	1	14
CCDC166	0	0	0	0	0	0	0	0
MAPK15	2	9	0	2	0	1	5	2
FAM83H	0	67	1	72	7	2	0	46
IQANK1	0	19	0	20	1	1	2	19
SCRIB	40	46	23	40	10	3	53	33
PUF60	141	458	52	417	46	25	220	411
NRBP2	58	23	47	7	0	1	148	20
EPPK1	89	30	59	20	2	3	295	9
PLEC	402	101	235	97	12	9	654	98
PARP10	18	6	3	5	1	0	22	5
GRINA	1381	235	403	203	29	10	2123	185
SPATC1	0	3	0	5	1	0	0	6
OPLAH	101	19	12	18	1	0	156	5
EXOSC4	704	163	207	143	15	9	1125	121
GPAA1	1217	200	437	200	20	10	1893	172
CYC1	3173	717	694	665	71	36	5084	642
SHARPIN	900	234	285	210	23	4	1491	195
MAF1	1265	230	355	202	22	13	1890	226
WDR97	2	1	1	0	0	0	1	2
HGH1	238	38	48	25	6	0	277	24
MROH1	209	125	91	162	10	1	274	122
BOP1	492	63	126	40	4	1	704	61
SCX	89	15	13	7	2	0	138	9
HSF1	690	183	244	154	11	5	957	147
DGAT1	1117	263	96	353	28	8	2367	228
SCRT1	0	1	0	0	0	0	4	0
TMEM249	2	4	1	1	0	0	4	1
SLC52A2	906	166	296	189	19	6	1443	180
FBXL6	210	45	56	45	4	0	450	32
ADCK5	129	46	45	43	9	5	294	34
CPSF1	642	193	88	135	15	8	1079	133
SLC39A4	682	101	156	121	10	3	2165	67
VPS28	2471	596	706	507	61	36	4156	473
TONSL	230	54	45	36	4	1	369	45
CYHR1	869	211	274	160	14	9	1413	128
KIFC2	130	17	51	16	3	0	196	20
FOXH1	1133	119	165	188	13	4	1857	239
PPP1R16A	528	319	96	354	38	9	2669	271
GPT	17	1	1	5	0	0	27	1
MFSD3	651	214	108	113	17	7	1179	165
RECQL4	176	19	33	20	0	0	225	21
LRRC14	280	51	60	36	3	5	371	29
LRRC24	63	3	37	7	2	1	59	8
C8orf82	526	138	124	94	18	2	1215	99
ARHGAP39	127	65	20	60	7	3	173	86
ZNF251	22	175	10	123	14	8	34	128
ZNF34	33	13	20	10	1	2	110	32
RPL8	64423	15216	17268	12574	1412	684	121010	11893
ZNF517	29	11	10	11	0	1	56	7
ZNF7	308	80	80	91	3	3	621	64
COMMD5	576	101	191	92	15	4	976	108
ZNF250	112	72	29	45	4	7	205	41
ZNF16	194	121	39	69	13	3	324	100
C8orf33	771	140	157	143	13	11	1340	135
WASHC1	98	53	33	48	6	1	175	74
FOXD4	4	0	1	0	0	0	2	1
CBWD1	515	139	100	157	14	8	762	110
DOCK8	246	322	39	216	23	17	190	379
KANK1	452	620	99	414	66	37	670	473
DMRT1	3	1	2	3	0	1	10	1
DMRT3	8	11	6	6	0	0	15	2
DMRT2	5	5	1	0	1	0	15	2
SMARCA2	107	19	92	16	5	1	118	21
VLDLR	61	2	97	15	1	0	92	10
KCNV2	2	3	0	6	0	0	0	4
PUM3	831	353	152	293	43	16	1323	333
RFX3	196	492	51	298	33	28	298	402
GLIS3	91	302	55	388	27	30	123	123
SLC1A1	134	101	28	116	10	16	172	92
SPATA6L	5	22	10	22	4	1	35	18
PLPP6	91	32	47	15	1	2	136	15
CDC37L1	383	111	87	149	11	8	628	96
AK3	963	453	236	367	47	20	2008	344
RCL1	182	106	50	77	13	4	313	73
JAK2	46	114	13	106	11	4	71	95
IGHEP2	1	0	0	0	0	0	1	0
INSL6	2	8	0	4	0	0	4	11
INSL4	4	0	32	0	0	0	20	0
RLN2	48	19	38	8	1	4	74	12
RLN1	9	1	3	4	0	0	12	0
PLGRKT	560	131	260	140	19	7	1170	131
CD274	3	1	4	1	1	1	8	2
PDCD1LG2	0	2	2	0	0	0	1	1
RIC1	144	317	45	267	33	17	249	253
ERMP1	121	88	56	89	7	8	207	80
KIAA2026	471	234	102	272	22	17	753	274
MLANA	2	2	0	1	0	0	3	3
RANBP6	148	58	38	52	8	1	283	51
IL33	2	1	0	1	0	2	1	1
TPD52L3	0	0	0	0	0	0	0	0
UHRF2	364	283	64	196	44	13	657	256
GLDC	467	529	106	367	31	22	798	248
KDM4C	106	357	48	435	45	16	254	354
DMAC1	1475	344	410	334	31	24	2617	246
PTPRD	139	475	35	376	55	50	220	507
TYRP1	1	0	3	1	0	0	8	0
LURAP1L	96	37	60	50	3	2	153	28
MPDZ	457	327	130	206	26	10	744	226
NFIB	94	90	61	43	11	1	212	153
ZDHHC21	294	209	98	130	10	18	485	228
CER1	863	31	18	29	0	0	984	336
FREM1	77	262	7	77	8	13	125	193
TTC39B	153	331	5	345	23	16	255	226
SNAPC3	607	265	117	176	13	16	1028	193
PSIP1	3553	912	684	544	84	50	5230	865
CCDC171	116	103	30	58	6	6	199	131
C9orf92	0	6	0	1	0	0	0	1
BNC2	49	40	53	52	5	5	81	24
CNTLN	331	212	49	102	30	6	437	144
SH3GL2	39	12	4	11	4	3	52	44
ADAMTSL1	0	50	0	91	3	1	4	64
SAXO1	5	6	0	5	0	0	0	9
RRAGA	1107	223	405	232	19	5	1823	178
HAUS6	461	210	92	126	19	7	827	128
PLIN2	1665	517	722	522	57	20	3158	394
DENND4C	260	768	66	709	76	32	487	608
RPS6	75564	17965	16786	16146	1763	882	135895	14086
ACER2	5	38	8	24	6	1	9	27
SLC24A2	23	211	0	120	5	19	48	74
MLLT3	307	1495	41	643	32	92	723	249
FOCAD	157	538	57	390	35	31	299	406
HACD4	64	16	73	10	1	0	119	13
IFNB1	0	0	0	0	0	0	0	0
IFNW1	0	0	0	0	0	0	0	0
IFNA21	0	0	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0	0	0
IFNA16	0	0	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0	0	0
IFNA14	0	0	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0	0	0
KLHL9	323	101	104	107	16	7	574	85
IFNA6	0	0	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0	0	0
IFNA1	0	0	0	0	0	0	0	0
IFNE	1	0	0	0	0	0	1	0
MTAP	640	468	236	343	56	19	1049	492
CDKN2A	8	0	21	1	0	1	2	0
CDKN2B	22	0	111	4	0	0	25	5
DMRTA1	240	51	53	43	5	3	223	39
ELAVL2	59	46	19	36	11	7	135	29
IZUMO3	0	4	0	3	2	0	1	0
TUSC1	296	118	185	99	13	2	582	83
CAAP1	543	336	126	242	17	21	1031	227
PLAA	527	193	126	157	10	19	741	143
IFT74	430	216	120	132	21	17	739	140
LRRC19	10	7	2	6	0	1	3	7
TEK	1	2	0	1	0	0	2	1
EQTN	1	1	0	0	0	1	4	1
MOB3B	202	183	82	120	19	10	415	115
IFNK	0	0	0	0	0	0	0	0
C9orf72	183	84	47	53	5	5	266	49
LINGO2	52	606	7	587	134	35	86	689
ACO1	534	249	88	276	20	8	1152	207
DDX58	201	80	42	67	13	4	186	237
TOPORS	837	198	175	153	24	7	1408	197
SMIM27	205	49	63	37	7	4	365	45
NDUFB6	2577	568	599	491	75	33	4383	406
TAF1L	1	0	0	0	0	0	0	0
TMEM215	50	10	1	30	0	1	65	4
APTX	785	339	163	279	34	15	1288	215
DNAJA1	6027	1330	1557	1197	164	68	10735	1001
SMU1	786	283	186	248	37	14	1474	189
B4GALT1	1181	899	317	949	71	23	2558	461
SPINK4	35	7	0	1	0	1	42	5
BAG1	1422	318	339	219	39	18	2248	265
CHMP5	2406	489	696	418	65	20	4316	495
NFX1	261	199	81	235	22	9	510	188
AQP7	22	10	1	11	0	0	64	3
AQP3	638	268	125	412	31	1	2506	301
NOL6	123	31	46	23	4	3	239	15
ANKRD18B	19	5	5	8	0	1	60	1
TRBV20OR9-2	1	0	0	0	0	0	0	0
TRBV21OR9-2	0	0	0	0	0	0	0	0
TRBV22OR9-2	0	0	0	0	0	0	0	0
TRBV23OR9-2	0	0	0	0	0	0	0	0
TRBV24OR9-2	0	0	0	0	0	0	0	0
TRBV25OR9-2	0	0	0	0	0	0	0	0
TRBV26OR9-2	1	0	0	2	0	0	5	2
PRSS3	1	6	0	194	1	1	159	7
TRBV29OR9-2	0	0	0	0	0	0	0	0
UBE2R2	2906	1056	652	900	97	40	5103	932
UBAP2	742	479	260	448	47	22	1181	357
DCAF12	292	98	119	97	7	7	537	78
UBAP1	309	313	95	298	36	11	496	264
KIF24	45	62	10	36	3	2	76	21
NUDT2	597	170	150	137	7	10	628	125
MYORG	105	33	34	22	3	2	160	28
C9orf24	9	11	4	1	1	1	24	10
FAM219A	107	46	50	59	5	4	109	34
DNAI1	5	3	0	2	0	0	5	4
ENHO	68	35	52	14	3	1	175	27
CNTFR	106	63	26	77	10	1	321	32
RPP25L	434	112	105	105	10	8	892	60
DCTN3	1068	294	570	229	36	5	2010	229
ARID3C	1	0	0	0	0	0	0	0
SIGMAR1	481	137	196	90	3	6	908	67
GALT	365	89	122	112	11	3	655	63
IL11RA	64	26	20	14	0	1	136	14
CCL27	6	2	0	0	0	0	11	1
AL162231.1	149	41	24	26	2	0	233	24
CCL19	1	0	0	0	0	0	0	0
CCL21	0	0	0	0	0	0	0	0
FAM205A	0	0	0	0	0	0	0	0
FAM205C	3	1	0	1	0	0	5	0
PHF24	21	6	3	14	1	0	82	6
DNAJB5	94	19	19	27	1	2	126	10
C9orf131	0	0	0	1	0	0	3	0
VCP	3671	1028	906	961	98	41	5745	961
FANCG	316	63	73	40	2	2	449	55
PIGO	173	37	50	29	1	2	258	24
STOML2	4635	1044	951	831	105	45	8611	870
FAM214B	131	27	64	24	0	1	192	17
UNC13B	212	380	58	281	41	9	404	329
RUSC2	48	53	7	97	6	2	73	62
FAM166B	14	2	0	2	1	0	21	2
TESK1	184	24	84	31	5	3	259	15
CD72	27	19	2	17	0	3	57	9
SIT1	7	0	5	2	0	0	4	0
CCDC107	631	147	192	131	9	3	1254	103
ARHGEF39	298	72	30	40	3	6	371	38
CA9	7	4	7	4	0	0	25	2
TPM2	2996	383	974	451	32	17	3834	331
TLN1	1186	401	322	314	40	12	2022	259
CREB3	622	146	279	119	19	3	948	95
GBA2	513	130	73	100	19	5	841	78
RGP1	246	66	63	35	2	4	465	44
MSMP	11	3	2	2	0	0	12	3
NPR2	51	17	7	14	2	0	89	11
SPAG8	7	0	1	3	0	1	10	1
HINT2	102	235	36	189	29	10	145	150
TMEM8B	128	47	45	39	4	3	258	27
FAM221B	2	3	0	0	1	0	5	0
OR13J1	0	0	0	0	0	0	0	0
HRCT1	1	0	1	1	0	0	8	0
SPAAR	0	0	0	0	0	0	7	1
OR2S2	0	0	0	0	0	0	0	0
RECK	147	164	15	76	15	5	252	112
GLIPR2	625	37	61	106	7	5	514	92
CCIN	1	0	1	0	0	0	4	1
CLTA	9040	1938	3387	2103	219	93	15313	1761
GNE	39	79	14	47	5	1	86	36
RNF38	236	690	75	589	57	30	343	483
MELK	394	269	99	148	22	14	709	211
PAX5	1	2	0	0	0	0	1	8
ZCCHC7	502	659	111	736	79	31	973	588
GRHPR	1810	537	431	421	57	19	3177	421
ZBTB5	58	52	39	60	10	4	160	42
POLR1E	298	56	54	51	8	5	558	42
FBXO10	46	75	21	69	7	3	79	63
TOMM5	775	967	177	1038	135	44	1382	742
FRMPD1	1	3	1	1	0	0	2	2
TRMT10B	184	99	52	71	18	7	341	76
EXOSC3	1106	237	247	212	23	9	1774	215
DCAF10	415	349	157	331	27	13	828	225
SLC25A51	65	68	33	57	10	5	159	74
SHB	287	91	75	252	15	0	306	191
ALDH1B1	340	41	52	27	2	4	397	55
IGFBPL1	341	23	121	30	5	1	277	52
ANKRD18A	40	13	6	4	2	0	30	12
FAM240B	0	0	0	0	0	0	0	1
CNTNAP3	14	36	1	14	0	3	13	15
SPATA31A1	0	0	0	0	0	0	0	0
BX664615.2	0	35	4	15	8	0	15	32
ANKRD20A2	1	0	0	1	0	0	2	0
IGKV1OR9-2	0	0	0	0	0	0	0	0
FOXD4L6	0	0	0	0	0	0	0	0
CBWD6	90	41	21	38	4	3	130	22
CNTNAP3B	11	85	2	60	7	2	21	68
SPATA31A6	0	0	0	0	0	0	0	1
SPATA31A5	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0
CNTNAP3C	0	0	0	1	2	0	0	2
AL391987.2	2	0	0	0	0	0	0	0
AL391987.1	0	0	0	0	0	0	0	0
ANKRD20A4	15	2	0	3	0	0	6	2
IGKV1OR-2	0	0	0	0	0	0	0	0
IGKV1OR9-1	0	0	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0	0	0
CBWD5	111	124	29	134	18	8	489	92
FOXD4L4	0	0	0	0	0	0	0	0
IGKV1OR-3	0	0	0	0	0	0	0	0
ANKRD20A3	1	11	0	12	1	1	1	14
ZNF658	17	14	2	16	3	0	21	9
SPATA31A3	0	0	0	0	0	0	0	0
AL627230.3	0	0	0	0	0	0	0	0
AL627230.1	0	0	0	0	0	0	0	0
ANKRD20A1	6	3	0	6	0	0	12	5
CBWD3	67	53	13	58	7	3	102	26
FOXD4L3	0	0	0	0	0	0	0	1
PGM5	128	38	1	5	9	4	118	64
TMEM252	2	2	0	0	0	0	0	0
PIP5K1B	168	363	13	230	46	21	231	356
FAM122A	257	52	82	43	2	2	419	40
PRKACG	0	0	0	0	0	0	0	0
FXN	655	281	77	200	31	13	1069	204
TJP2	56	356	27	295	31	36	61	253
FAM189A2	28	8	16	16	0	0	27	23
APBA1	0	20	0	20	2	0	1	13
PTAR1	349	364	124	293	39	17	711	206
C9orf135	59	32	85	52	5	0	179	39
MAMDC2	16	18	18	22	4	0	8	21
SMC5	581	495	208	409	53	32	1109	354
KLF9	4	4	6	16	1	0	13	6
TRPM3	60	141	34	91	17	5	95	116
CEMIP2	533	430	201	405	42	23	806	419
ABHD17B	313	247	101	218	22	15	513	283
C9orf85	260	206	103	211	19	17	535	172
C9orf57	0	0	0	0	0	0	0	0
GDA	12	62	0	14	0	2	99	42
ZFAND5	1308	387	462	383	28	24	2106	281
TMC1	2	0	0	1	0	0	6	1
ALDH1A1	1296	395	456	739	43	8	2471	430
ANXA1	2444	19	8349	33	0	1	2069	4
RORB	6	7	3	6	0	0	14	2
TRPM6	13	13	1	13	1	2	17	19
C9orf40	528	153	121	118	15	6	955	113
CARNMT1	238	181	46	127	20	4	535	147
NMRK1	333	82	107	102	9	6	493	87
OSTF1	451	80	348	116	15	5	607	99
PCSK5	349	1014	59	1301	92	33	740	740
RFK	656	242	264	286	23	3	1657	165
GCNT1	1181	645	98	531	56	38	1902	540
PRUNE2	21	42	5	27	1	2	54	16
FOXB2	0	0	0	0	0	0	0	0
VPS13A	427	559	108	586	54	23	1046	427
GNA14	7	19	8	18	5	1	15	19
GNAQ	765	1002	225	721	94	31	1263	804
CEP78	700	244	152	156	24	14	1320	191
PSAT1	1278	444	325	304	31	13	2888	327
TLE4	587	303	390	336	33	22	1210	283
TLE1	1102	446	254	383	24	25	2009	415
SPATA31D4	0	0	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0
RASEF	72	26	66	40	1	0	84	15
FRMD3	26	56	6	43	4	3	34	46
IDNK	136	73	23	64	9	3	237	53
UBQLN1	1054	432	273	331	41	19	1721	269
GKAP1	416	158	69	105	23	10	671	123
KIF27	125	105	25	68	4	3	209	71
C9orf64	38	69	0	0	10	1	241	31
HNRNPK	10458	1935	2083	1551	208	80	16787	1563
RMI1	266	120	55	87	15	4	449	76
SLC28A3	2	1	2	5	0	0	9	1
NTRK2	33	2	41	10	1	0	71	3
AGTPBP1	231	351	54	254	41	25	386	293
NAA35	577	392	157	346	30	26	1003	359
GOLM1	2237	761	644	677	88	46	3663	468
C9orf153	13	41	1	30	3	0	26	36
ISCA1	884	260	228	324	43	16	1748	221
TUT7	310	180	122	198	17	10	483	190
GAS1	228	36	150	9	1	2	513	24
DAPK1	306	392	121	351	41	18	593	331
CTSL	1777	313	904	416	23	21	2152	303
SPATA31E1	0	0	0	0	0	0	0	0
AL353572.3	0	0	0	0	0	0	0	0
CDK20	53	10	31	8	1	1	69	6
SPIN1	893	616	198	472	56	27	1411	438
NXNL2	7	2	2	4	1	0	11	0
S1PR3	281	47	23	104	7	4	322	94
SHC3	10	16	21	17	2	0	15	14
CKS2	4227	1014	1007	729	75	49	7327	697
SECISBP2	1127	437	276	309	28	14	2023	312
SEMA4D	177	117	46	60	3	2	331	79
GADD45G	609	77	284	46	5	0	771	69
DIRAS2	14	7	8	12	0	0	59	1
SYK	23	5	23	11	1	1	52	6
AUH	205	255	82	161	25	8	364	199
NFIL3	247	54	144	56	11	5	481	51
ROR2	560	1258	43	1033	95	58	664	1885
SPTLC1	753	327	236	278	29	15	1354	237
IARS	1451	681	226	561	53	37	2736	571
NOL8	449	170	156	115	21	7	846	111
CENPP	85	230	32	207	19	11	123	186
OGN	3	6	0	8	1	2	3	5
OMD	1	9	1	12	0	1	3	4
