mesoderm_NA18511	mesoderm_NA18856	mesoderm_NA18858	mesoderm_NA18912	mesoderm_NA19140	mesoderm_NA19159	mesoderm_NA19160	mesoderm_NA19210
TRDMT1	167	47	6	177	27	44	400	8
VIM	41765	4175	3026	27238	2497	1912	82070	794
ST8SIA6	3	19	0	51	12	1	17	1
HACD1	639	70	69	437	91	36	1333	11
STAM	521	93	24	519	88	61	932	22
TMEM236	1	0	0	0	0	0	2	0
MRC1	1	2	0	2	0	0	3	2
SLC39A12	1	1	0	0	0	0	3	0
CACNB2	27	68	1	305	71	31	53	20
NSUN6	222	98	15	414	64	55	397	10
ARL5B	568	89	31	379	67	70	951	18
MALRD1	8	15	0	91	19	10	12	2
PLXDC2	269	277	16	2215	263	167	650	48
NEBL	207	130	31	833	79	46	370	24
C10orf113	0	0	0	0	0	0	1	0
SKIDA1	171	26	5	58	17	17	355	3
MLLT10	565	329	56	1690	287	229	1156	48
DNAJC1	800	155	60	939	164	100	1639	35
EBLN1	0	0	0	0	0	0	0	0
COMMD3	626	61	35	290	67	44	1369	11
BMI1	181	59	7	215	36	30	374	6
SPAG6	6	11	0	8	4	5	5	1
AL513128.2	5	0	0	2	0	1	7	0
PIP4K2A	290	137	24	648	88	60	611	15
ARMC3	7	12	1	26	7	6	26	1
MSRB2	1960	205	101	1469	178	188	3953	41
PTF1A	0	0	0	0	0	0	3	0
C10orf67	3	1	1	8	1	2	3	0
OTUD1	200	22	17	103	12	8	415	3
KIAA1217	368	431	16	2350	265	228	603	75
ARHGAP21	479	210	18	709	148	106	997	32
PRTFDC1	377	111	18	424	99	62	793	18
ENKUR	6	7	0	20	0	2	9	0
THNSL1	80	15	1	46	9	9	180	3
GPR158	1	1	0	19	3	1	1	3
MYO3A	46	34	9	165	40	23	83	9
GAD2	7	1	29	6	0	1	6	0
APBB1IP	36	9	0	93	25	22	34	1
PDSS1	213	44	18	194	45	20	382	2
ABI1	410	130	23	628	119	73	770	13
ANKRD26	969	175	37	726	150	90	2009	31
YME1L1	1272	231	73	1128	171	189	2637	40
MASTL	325	85	26	254	64	31	701	10
ACBD5	304	48	19	259	40	40	770	7
RAB18	1271	138	73	869	119	104	2487	29
MKX	2	0	0	2	0	1	2	0
ARMC4	16	7	0	63	7	4	35	6
MPP7	19	22	7	116	12	13	62	2
WAC	1602	411	116	2189	394	247	3346	76
BAMBI	7696	795	279	5039	706	353	15604	109
LYZL1	0	0	0	1	0	0	3	0
SVIL	737	329	37	1352	300	197	1412	56
JCAD	587	94	20	953	112	52	978	10
MTPAP	217	29	22	182	33	25	459	8
MAP3K8	69	16	7	65	4	10	159	5
LYZL2	0	0	0	0	0	0	0	0
ZNF438	29	47	2	207	27	25	87	10
ZEB1	362	263	6	1377	265	171	884	50
ARHGAP12	255	150	19	754	126	92	563	27
KIF5B	3914	455	235	2247	436	293	7467	91
EPC1	1149	260	65	1550	279	206	2228	59
CCDC7	30	25	0	140	32	18	39	1
ITGB1	2082	513	126	2593	452	288	3871	94
NRP1	928	466	36	3235	539	254	1904	118
PARD3	707	767	47	3444	606	488	1441	133
CUL2	670	116	32	614	104	79	1349	12
CREM	675	134	47	671	106	90	1291	20
CCNY	982	266	77	1079	179	175	1728	56
GJD4	0	0	0	0	0	0	0	0
FZD8	202	9	13	91	11	18	266	4
ANKRD30A	0	0	0	1	0	0	0	0
MTRNR2L7	0	0	0	0	0	0	0	0
ZNF248	283	29	2	229	36	1	288	10
ZNF25	20	7	0	17	5	0	43	0
ZNF33A	611	147	20	829	154	80	1168	33
ZNF37A	450	24	11	203	7	28	649	9
IGKV1OR10-1	0	0	0	0	0	0	0	0
ZNF33B	307	84	17	428	70	57	676	11
BMS1	1201	148	76	809	121	95	2283	26
RET	11	3	3	14	1	0	8	2
CSGALNACT2	158	52	5	230	48	31	363	6
RASGEF1A	46	10	18	31	5	3	102	0
FXYD4	0	0	0	0	0	0	0	0
HNRNPF	3969	524	370	2289	454	251	8335	107
ZNF487	52	19	3	57	14	6	102	3
ZNF239	95	13	4	68	10	15	150	5
ZNF485	34	11	4	41	10	7	90	2
ZNF32	764	91	38	387	66	48	1607	20
C10orf142	4	0	0	4	0	0	6	0
CXCL12	163	38	28	58	22	11	446	6
TMEM72	0	1	0	4	0	0	1	0
RASSF4	249	15	25	90	23	20	555	6
DEPP1	93	5	7	35	1	5	224	3
ZNF22	2087	319	112	1243	230	195	4436	61
OR13A1	0	0	0	3	0	0	0	0
ALOX5	1	0	0	13	0	3	0	0
MARCH8	39	53	1	257	41	34	83	1
ZFAND4	59	30	4	139	16	9	107	2
WASHC2C	322	38	26	246	28	31	635	10
AGAP4	12	10	1	67	10	11	40	3
TIMM23	680	149	45	526	94	82	1469	19
NCOA4	834	94	58	551	74	38	1594	19
MSMB	0	0	0	0	0	0	0	0
ANTXRL	0	0	0	1	0	0	0	0
ANXA8L1	12	0	0	5	1	0	172	0
NPY4R	0	0	0	0	0	0	0	0
GPRIN2	18	3	2	14	3	0	57	0
SYT15	4	4	0	18	1	2	4	0
PTPN20	13	0	0	16	4	2	17	0
GDF10	19	5	1	24	1	5	34	0
GDF2	1	1	0	0	1	0	4	0
RBP3	1	0	0	2	0	0	1	0
ZNF488	13	0	1	6	3	1	27	0
ANXA8	465	5	6	39	5	4	519	1
FAM25G	0	0	0	0	1	0	0	0
AGAP9	19	6	3	31	4	2	52	2
FO681492.1	1	2	0	4	0	0	1	0
NPY4R2	0	0	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0	0	0
FRMPD2	4	5	0	56	1	1	7	3
MAPK8	460	480	23	2344	392	282	933	101
ARHGAP22	334	30	2	261	28	23	657	5
WDFY4	0	0	0	1	0	0	0	0
LRRC18	0	0	0	2	0	0	0	0
VSTM4	118	2	2	46	14	11	184	1
FAM170B	0	0	0	0	0	0	0	0
TMEM273	0	0	0	1	0	0	0	0
C10orf71	6	3	0	24	1	0	8	0
DRGX	1	0	0	2	1	0	1	0
ERCC6	170	22	8	181	25	17	403	7
CHAT	0	0	0	3	0	1	1	0
SLC18A3	34	2	0	14	3	0	160	0
C10orf53	2	0	0	0	0	0	2	0
OGDHL	37	3	12	14	2	1	93	0
PARG	351	140	25	655	93	71	702	36
TIMM23B	94	20	7	77	12	8	150	2
AGAP6	49	0	3	0	0	0	109	0
WASHC2A	263	33	22	235	27	19	580	7
ASAH2	1	0	0	1	0	0	2	0
SGMS1	287	158	16	759	136	135	490	38
ASAH2B	55	9	3	61	12	9	130	8
A1CF	1	0	1	1	0	0	4	0
PRKG1	94	283	12	997	165	128	254	81
CSTF2T	361	39	32	202	40	32	816	9
DKK1	1105	46	26	428	41	48	3183	50
MBL2	0	0	0	0	0	0	0	0
PCDH15	10	81	2	1137	76	20	28	13
MTRNR2L5	0	1	0	2	0	0	1	0
ZWINT	1450	176	94	605	121	101	2948	35
IPMK	72	62	8	219	35	26	148	6
CISD1	1301	201	148	741	139	74	2789	24
UBE2D1	815	132	60	647	112	61	1781	24
TFAM	1080	175	113	762	137	115	2026	38
BICC1	65	65	1	216	74	35	167	6
PHYHIPL	3	3	2	10	12	7	6	0
FAM13C	4	2	0	18	0	4	22	1
SLC16A9	73	50	4	74	25	20	285	6
MRLN	1	0	0	0	0	0	1	0
CCDC6	365	135	21	469	89	63	760	15
ANK3	866	479	55	3240	396	403	1773	91
CDK1	2925	367	173	1208	294	150	5521	63
RHOBTB1	363	69	6	284	54	74	731	10
TMEM26	1	0	0	6	0	0	0	0
CABCOCO1	19	6	4	21	9	4	87	0
ARID5B	1187	139	24	1017	218	175	1890	25
RTKN2	299	82	24	233	78	41	652	26
ZNF365	1	0	1	2	1	0	1	0
AC067752.1	0	0	0	0	0	0	0	0
ADO	288	30	17	96	25	13	496	3
EGR2	30	3	1	23	0	3	51	0
NRBF2	716	98	58	549	77	73	1345	18
JMJD1C	1327	1099	114	5721	915	693	2551	232
REEP3	672	190	46	846	141	115	1254	31
CTNNA3	37	321	1	1393	219	129	112	58
LRRTM3	8	18	0	103	7	8	16	5
DNAJC12	74	7	6	29	4	6	227	2
SIRT1	239	54	25	321	69	33	425	9
HERC4	554	209	35	1134	163	156	1057	34
MYPN	1	0	0	2	0	0	0	0
ATOH7	3	0	2	4	0	1	5	0
PBLD	43	18	2	88	11	14	98	4
HNRNPH3	4591	753	388	2658	545	370	9519	117
RUFY2	372	95	9	498	73	63	731	22
DNA2	227	111	19	293	100	48	484	20
SLC25A16	128	48	20	344	36	25	256	8
TET1	1857	442	135	1821	318	233	3671	58
CCAR1	2415	353	178	1639	305	204	4538	56
STOX1	63	33	2	159	31	29	150	6
DDX50	991	214	53	831	145	110	2236	38
DDX21	1393	243	220	923	144	121	2869	46
KIF1BP	567	72	41	379	48	46	1052	13
SRGN	0	0	0	0	0	0	0	0
VPS26A	949	174	58	676	140	117	1937	30
SUPV3L1	306	56	15	261	47	36	676	9
HKDC1	0	1	0	2	0	0	1	0
HK1	580	58	82	436	69	47	1202	9
TACR2	1	0	0	2	0	1	1	0
TSPAN15	412	19	35	171	32	35	919	8
NEUROG3	1	0	0	0	0	0	0	0
FAM241B	181	43	18	82	26	22	564	3
COL13A1	750	169	5	745	119	90	1410	26
H2AFY2	2248	418	66	1767	309	192	5761	86
AIFM2	67	5	7	31	5	7	107	1
TYSND1	109	22	12	60	12	11	204	1
SAR1A	1707	162	103	765	112	121	2955	32
PPA1	2776	420	233	1556	261	198	5537	51
NPFFR1	0	0	0	2	0	1	0	0
LRRC20	67	18	6	60	16	12	170	6
EIF4EBP2	1074	170	67	798	153	109	2086	27
NODAL	160	23	166	226	14	8	422	3
PALD1	60	22	11	80	15	9	105	2
PRF1	0	0	0	0	0	0	0	0
ADAMTS14	3	1	0	8	1	2	8	0
TBATA	2	0	0	0	0	0	0	0
SGPL1	413	117	18	512	84	72	940	10
PCBD1	1221	134	132	585	117	67	2684	25
UNC5B	400	77	55	396	52	28	872	10
SLC29A3	62	15	10	54	9	7	159	6
CDH23	6	7	2	60	3	3	38	0
C10orf105	0	0	0	2	0	0	2	0
VSIR	5	1	2	1	0	0	19	0
PSAP	2265	189	239	1095	148	93	4552	37
CHST3	52	10	3	34	11	6	103	1
SPOCK2	3	2	0	5	1	0	15	1
ASCC1	434	98	23	351	63	47	864	13
ANAPC16	2972	402	208	1668	257	202	6675	54
DDIT4	996	146	124	621	56	54	3281	22
DNAJB12	451	81	30	333	59	45	888	9
MICU1	597	203	48	1115	154	129	1405	40
MCU	223	179	31	831	170	115	376	25
OIT3	2	0	2	5	1	1	2	1
PLA2G12B	8	3	0	21	2	1	10	0
P4HA1	1785	330	63	1359	195	214	3872	62
NUDT13	20	9	1	46	7	6	73	0
ECD	366	81	22	436	72	45	754	18
FAM149B1	117	49	11	286	56	32	275	11
DNAJC9	1441	200	85	803	172	129	2789	42
MRPS16	2245	289	232	922	138	180	3181	27
CFAP70	10	5	0	45	4	6	29	1
ANXA7	918	104	109	466	92	60	1629	14
MSS51	19	5	0	32	6	6	29	1
PPP3CB	562	130	31	816	118	88	1134	24
USP54	95	122	15	446	102	45	207	15
MYOZ1	30	6	8	22	2	1	56	1
SYNPO2L	13	3	1	15	1	2	16	0
AGAP5	8	3	2	17	1	2	27	0
SEC24C	305	24	19	187	31	20	583	9
FUT11	213	41	22	117	14	14	468	5
CHCHD1	2411	286	179	1132	188	130	4902	28
ZSWIM8	251	25	11	142	24	22	480	8
NDST2	14	9	1	48	5	10	18	0
CAMK2G	198	69	15	280	40	25	459	9
PLAU	147	14	23	75	1	4	228	2
C10orf55	1	0	0	3	0	0	0	0
VCL	1192	366	79	3051	410	308	2145	48
AP3M1	417	70	21	357	53	52	952	16
ADK	397	371	39	1571	334	257	1153	65
KAT6B	662	177	46	858	161	150	1476	30
DUPD1	0	0	0	0	0	0	0	0
DUSP13	0	0	1	0	0	0	7	0
SAMD8	191	52	14	276	51	45	343	8
VDAC2	2892	578	317	2720	464	363	6347	96
COMTD1	180	19	43	120	21	15	292	4
ZNF503	2706	248	55	1104	231	143	5594	50
LRMDA	110	137	6	1737	268	151	344	48
KCNMA1	189	101	7	1079	426	249	285	41
DLG5	24	76	4	503	90	39	49	23
POLR3A	383	61	32	321	49	38	702	11
RPS24	51585	7182	4287	30933	5046	3874	104658	1071
ZMIZ1	766	224	21	1048	280	166	1607	26
PPIF	857	104	85	374	59	65	1712	20
ZCCHC24	649	65	25	449	70	46	1125	5
EIF5AL1	102	8	7	32	3	2	203	0
SFTPA2	0	0	0	0	0	0	0	0
SFTPA1	0	0	1	0	0	0	0	0
NUTM2B	0	0	0	0	0	0	0	0
NUTM2E	0	0	0	0	0	0	0	0
SFTPD	43	2	0	36	1	10	107	0
TMEM254	248	53	16	182	36	25	692	8
PLAC9	237	3	34	96	25	34	765	9
ANXA11	1134	79	85	551	66	56	2010	7
MAT1A	1	1	0	1	0	0	1	0
DYDC1	2	1	0	1	1	0	2	0
DYDC2	20	2	2	17	2	2	69	4
PRXL2A	3204	425	130	1712	353	208	6584	51
TSPAN14	587	79	30	355	74	34	1218	17
SH2D4B	6	2	0	47	4	1	27	4
NRG3	7	119	0	797	53	48	18	46
GHITM	2531	290	239	1166	184	123	4875	56
C10orf99	0	0	0	0	0	0	0	0
CDHR1	6	3	1	9	2	0	11	0
LRIT2	0	0	0	0	0	0	0	0
RGR	0	0	0	1	0	1	1	0
LRIT1	0	0	0	0	0	0	0	0
CCSER2	494	214	22	1044	167	140	918	32
GRID1	3	6	0	94	29	6	15	2
WAPL	868	165	67	844	138	110	1631	32
OPN4	0	0	0	0	0	0	0	0
LDB3	5	3	3	19	3	1	12	1
BMPR1A	323	339	37	1538	225	170	647	69
MMRN2	1	0	1	4	1	2	5	0
SNCG	88	16	18	123	7	6	169	5
ADIRF	2	2	0	7	0	1	6	0
FAM25A	0	0	0	0	0	0	1	0
GLUD1	573	107	49	516	99	85	1021	13
SHLD2	183	126	11	636	159	115	348	15
NUTM2A	0	0	0	1	0	0	1	0
NUTM2D	0	0	0	0	0	0	1	0
MINPP1	425	53	37	262	31	34	911	11
PAPSS2	92	30	9	102	17	15	157	4
ATAD1	553	104	41	591	94	65	1170	23
KLLN	4	2	0	7	0	0	17	0
PTEN	572	268	48	1309	262	172	1214	58
RNLS	72	30	6	256	53	21	213	8
LIPJ	0	0	0	0	0	0	1	0
LIPF	0	0	0	0	0	0	1	0
LIPK	0	0	0	1	0	0	0	0
LIPN	0	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0	0
ANKRD22	0	0	2	1	0	0	1	0
STAMBPL1	13	5	1	75	4	3	28	2
ACTA2	4723	185	367	1794	155	92	7247	37
FAS	86	7	2	26	3	4	83	2
CH25H	0	0	0	0	0	0	0	0
LIPA	308	39	18	204	33	32	610	8
IFIT2	30	3	8	20	2	0	46	2
IFIT3	96	7	3	40	3	2	145	3
IFIT1B	0	0	0	0	1	0	0	0
IFIT1	673	27	18	308	28	54	1393	5
IFIT5	160	11	7	77	17	12	307	4
SLC16A12	2	4	4	3	0	2	4	0
PANK1	265	80	26	289	48	34	568	12
KIF20B	1605	357	98	1173	231	163	3389	53
HTR7	31	5	1	44	5	7	63	0
RPP30	1322	176	96	852	149	102	2579	30
ANKRD1	73	5	28	96	4	15	43	0
PCGF5	70	15	17	83	14	7	164	2
HECTD2	276	213	10	657	149	69	482	23
PPP1R3C	151	15	7	178	19	6	364	6
TNKS2	563	144	47	767	122	90	1171	26
FGFBP3	121	69	10	103	11	21	272	4
BTAF1	197	135	14	670	115	85	441	25
CPEB3	29	23	3	187	32	20	51	5
MARCH5	717	148	34	683	147	88	1288	20
IDE	288	113	16	484	88	50	499	12
KIF11	794	181	58	595	160	93	1499	29
HHEX	10	4	0	8	1	0	48	0
EXOC6	93	61	8	253	80	35	245	11
CYP26C1	2	2	0	2	0	0	3	0
CYP26A1	134	35	2	175	3	10	112	3
MYOF	361	35	6	269	46	73	439	8
CEP55	391	83	21	252	68	59	780	11
FFAR4	0	0	0	1	0	0	0	0
RBP4	38	8	1	32	4	2	73	2
PDE6C	0	0	0	5	0	0	2	2
FRA10AC1	807	110	43	410	111	55	1614	13
LGI1	95	41	6	114	14	3	291	4
SLC35G1	174	37	7	170	27	15	354	8
PLCE1	283	94	8	806	92	33	496	28
NOC3L	549	122	66	434	56	48	1179	18
TBC1D12	123	35	6	195	31	9	233	5
HELLS	1475	373	204	1187	257	183	3380	67
CYP2C18	0	0	0	2	0	0	4	0
CYP2C19	0	0	0	2	1	0	0	0
CYP2C9	0	1	0	3	1	0	2	0
CYP2C8	8	2	0	9	1	0	32	1
ACSM6	1	9	1	29	5	4	2	0
PDLIM1	1553	153	241	1086	120	147	2800	22
SORBS1	116	80	3	449	43	25	173	9
ALDH18A1	608	92	43	313	50	50	1089	14
TCTN3	614	100	27	350	62	55	1282	9
ENTPD1	4	3	2	29	2	1	30	0
CC2D2B	7	3	0	22	3	7	7	0
CCNJ	106	44	6	130	32	25	248	6
ZNF518A	618	176	55	861	169	116	1265	27
BLNK	0	0	0	0	0	0	0	0
DNTT	1	0	0	0	0	0	0	0
OPALIN	0	0	0	0	0	0	0	0
TLL2	0	3	2	15	1	0	7	1
TM9SF3	1479	290	101	1524	232	178	2865	56
PIK3AP1	1	1	1	8	1	0	5	0
LCOR	500	221	18	1136	230	143	1028	31
SLIT1	3	9	3	28	3	4	14	5
ARHGAP19	93	76	11	298	62	32	195	13
FRAT1	42	5	8	14	5	2	84	1
FRAT2	162	31	80	126	12	6	365	8
RRP12	168	32	24	103	25	15	277	4
PGAM1	1921	558	226	2898	549	360	4547	130
EXOSC1	1121	150	93	646	111	75	2252	19
ZDHHC16	655	67	36	275	54	44	1158	6
MMS19	426	99	41	335	54	52	748	7
UBTD1	161	17	26	107	11	8	285	1
ANKRD2	0	0	0	1	0	0	2	0
HOGA1	4	0	0	17	2	1	21	1
C10orf62	0	0	0	0	0	0	0	0
MORN4	132	60	24	111	15	26	680	4
PI4K2A	139	30	16	142	19	16	257	5
AVPI1	70	9	10	41	8	1	161	3
MARVELD1	641	39	28	127	16	20	1240	3
ZFYVE27	140	50	12	187	32	22	275	6
SFRP5	66	1	7	73	1	0	218	5
GOLGA7B	1	1	0	0	0	0	3	0
CRTAC1	7	4	0	34	2	2	20	2
R3HCC1L	229	107	15	507	111	63	473	26
LOXL4	76	1	1	16	2	2	125	1
PYROXD2	140	22	5	105	19	18	267	3
HPS1	620	55	68	288	52	35	1130	11
HPSE2	176	360	6	2614	681	777	375	88
CNNM1	14	0	3	7	3	1	36	0
GOT1	727	110	96	429	54	61	1496	10
NKX2-3	266	10	4	21	15	23	602	1
SLC25A28	251	22	18	132	18	20	460	4
ENTPD7	169	20	6	153	20	24	278	5
CUTC	308	62	34	262	56	38	724	13
COX15	321	84	24	267	38	30	642	7
ABCC2	4	1	1	9	1	1	6	0
DNMBP	155	67	12	231	61	43	266	8
CPN1	12	1	1	4	2	1	17	1
ERLIN1	293	40	16	181	39	23	632	7
CHUK	160	34	8	192	36	25	268	7
CWF19L1	158	56	7	221	43	19	346	5
BLOC1S2	897	102	70	472	84	59	1675	16
PKD2L1	0	1	0	0	0	0	1	0
SCD	1745	279	125	1076	231	169	3854	47
WNT8B	3	8	0	17	3	4	7	1
SEC31B	38	17	1	75	8	14	94	6
NDUFB8	3804	644	316	2783	519	358	7839	86
HIF1AN	372	50	33	236	28	42	748	6
PAX2	13	53	0	108	10	0	83	3
SLF2	445	132	16	473	79	60	895	17
MRPL43	1938	160	162	795	145	93	4089	38
SEMA4G	45	7	1	30	5	3	72	0
TWNK	79	13	8	56	6	4	167	0
LZTS2	703	54	36	258	52	34	1489	11
PDZD7	24	2	3	14	0	1	75	3
SFXN3	72	1	3	23	3	5	187	3
KAZALD1	27	8	1	8	2	0	85	2
TLX1	4	21	0	0	3	2	45	2
LBX1	0	0	0	0	0	0	0	0
BTRC	340	172	17	825	160	102	538	17
DPCD	1032	154	55	548	90	68	2671	28
POLL	212	26	23	104	13	13	440	4
FBXW4	182	77	23	310	53	34	393	8
FGF8	88	65	14	92	8	5	275	6
NPM3	1032	182	145	505	101	46	2242	29
OGA	801	220	57	1037	187	121	1788	40
KCNIP2	8	2	0	11	5	2	13	1
ARMH3	104	93	18	524	90	77	225	19
HPS6	159	7	18	76	10	8	336	2
LDB1	357	38	18	249	30	22	648	8
PPRC1	260	39	27	234	30	34	512	11
NOLC1	950	151	89	597	121	77	1867	21
ELOVL3	2	0	1	1	0	0	9	0
PITX3	14	0	1	8	2	0	39	2
GBF1	446	169	20	855	129	105	739	26
NFKB2	138	6	18	49	7	9	277	2
PSD	505	27	20	184	24	12	1271	3
FBXL15	521	44	40	234	26	29	1118	7
CUEDC2	1602	153	99	700	138	93	3605	33
C10orf95	4	1	1	7	1	0	22	0
MFSD13A	26	4	3	20	2	4	87	1
ACTR1A	824	93	53	382	71	54	1601	19
SUFU	163	73	4	368	54	28	277	12
TRIM8	576	55	27	247	31	33	1166	8
ARL3	3091	435	150	1720	328	208	5730	72
SFXN2	121	36	12	128	18	18	218	2
WBP1L	364	62	19	335	52	30	576	11
CYP17A1	1	0	0	0	0	0	1	0
BORCS7	886	94	50	312	62	63	1720	20
AS3MT	2	57	0	151	32	15	8	6
CNNM2	85	64	7	173	48	33	137	6
NT5C2	270	169	21	745	140	103	577	28
RPEL1	1	0	0	0	0	0	3	0
INA	33	5	11	41	3	3	89	2
PCGF6	288	77	26	341	65	39	574	14
TAF5	224	32	26	158	27	14	460	2
ATP5MD	6366	571	547	2899	461	364	12025	115
PDCD11	664	82	47	385	56	66	1324	21
CALHM2	35	2	2	29	3	5	148	0
CALHM1	0	0	0	0	0	0	0	0
CALHM3	0	0	0	0	0	0	3	0
NEURL1	16	12	3	25	10	5	52	1
SH3PXD2A	844	201	33	1167	200	133	1610	35
STN1	244	33	25	117	15	17	491	2
SLK	744	123	54	506	99	70	1475	11
COL17A1	3	0	2	2	0	0	8	1
SFR1	166	26	13	77	21	16	352	2
CFAP43	5	15	1	58	6	8	16	2
GSTO1	4693	534	494	2011	441	236	8170	82
GSTO2	111	20	32	81	14	9	465	4
ITPRIP	59	29	5	63	13	10	162	4
CFAP58	2	3	1	7	1	1	13	0
SORCS3	3	5	0	29	8	4	5	1
SORCS1	30	78	0	104	66	26	55	24
XPNPEP1	567	33	32	259	38	35	1145	13
ADD3	1059	246	57	783	154	147	2038	45
MXI1	434	125	25	410	65	54	1119	17
SMNDC1	779	136	41	617	102	77	1534	13
DUSP5	255	42	31	387	37	10	636	7
SMC3	3351	554	235	2272	445	266	7154	109
RBM20	113	198	4	645	127	42	291	57
PDCD4	2449	167	39	802	147	175	3933	36
BBIP1	534	88	30	392	50	46	1161	17
SHOC2	387	111	29	507	90	62	685	7
ADRA2A	133	3	3	26	14	14	172	2
GPAM	142	28	12	146	25	19	375	5
TECTB	0	0	0	0	0	0	0	0
ACSL5	0	2	0	5	0	0	2	0
ZDHHC6	340	51	24	223	35	34	692	6
VTI1A	217	269	15	1423	214	146	402	52
TCF7L2	928	414	82	2274	309	245	1871	88
HABP2	0	1	0	1	0	0	0	0
NRAP	0	0	0	0	0	0	0	0
CASP7	211	20	12	103	15	12	433	1
PLEKHS1	1	0	0	0	0	0	0	0
DCLRE1A	75	21	4	60	13	3	171	5
NHLRC2	369	131	15	493	109	87	705	26
ADRB1	0	0	0	0	0	0	2	0
CCDC186	450	65	27	326	54	44	1003	12
TDRD1	1	0	1	7	2	0	3	0
VWA2	20	13	1	25	9	3	47	1
AFAP1L2	869	90	7	599	95	47	1079	11
ABLIM1	139	91	8	467	84	33	495	15
FAM160B1	169	45	7	222	47	27	331	8
TRUB1	176	40	20	215	36	32	359	7
ATRNL1	221	234	10	1359	348	217	402	46
GFRA1	8	7	0	22	1	1	45	1
CCDC172	4	0	8	1	0	0	1	0
PNLIPRP3	0	0	0	1	0	0	0	0
PNLIP	0	0	1	0	0	0	0	0
PNLIPRP1	0	0	0	0	0	0	0	0
C10orf82	47	15	9	63	12	1	199	2
HSPA12A	34	17	4	83	8	11	103	3
ENO4	20	7	0	30	4	2	49	0
SHTN1	316	73	21	292	60	71	710	7
VAX1	3	7	2	3	0	0	5	0
KCNK18	0	0	0	0	0	0	0	0
SLC18A2	6	0	1	15	2	1	15	0
PDZD8	348	116	27	393	69	64	726	13
EMX2	55	15	1	102	12	15	95	2
RAB11FIP2	389	61	21	310	46	52	599	9
FAM204A	1160	155	85	728	135	103	2651	35
PRLHR	0	0	0	1	0	0	1	0
CACUL1	878	151	76	688	131	88	1940	42
NANOS1	74	3	6	30	4	3	105	3
EIF3A	4630	737	447	3594	574	401	9626	151
DENND10	707	87	55	607	88	63	1347	18
SFXN4	434	50	43	240	45	15	773	5
PRDX3	3506	389	256	1544	307	259	6769	63
GRK5	241	118	4	363	87	104	381	22
RGS10	188	19	33	99	14	9	166	6
TIAL1	1352	178	77	836	122	124	2544	27
BAG3	944	130	31	825	99	43	1738	19
INPP5F	378	84	69	740	46	58	1278	15
MCMBP	554	95	32	399	87	60	991	28
SEC23IP	526	99	24	405	59	41	1036	9
PLPP4	48	16	2	196	14	4	268	6
WDR11	403	80	24	431	62	43	776	11
FGFR2	1543	368	48	3113	460	435	2971	55
ATE1	393	203	28	865	160	145	623	39
NSMCE4A	1051	138	61	521	103	57	2039	26
TACC2	147	76	27	416	53	32	356	10
BTBD16	1	1	0	1	0	1	2	0
PLEKHA1	574	71	47	323	47	40	1077	13
ARMS2	1	0	0	1	0	0	1	0
HTRA1	872	121	37	605	109	34	2418	21
DMBT1	2	0	0	0	0	0	2	0
AL603764.2	0	0	0	1	0	0	0	0
C10orf120	0	0	0	0	0	0	0	0
CUZD1	0	1	0	69	2	0	0	0
FAM24B	77	11	7	151	5	4	170	2
FAM24A	0	0	0	0	0	0	0	0
C10orf88	126	32	9	127	30	23	225	6
PSTK	205	42	14	138	28	21	540	4
IKZF5	79	28	8	108	15	14	193	5
ACADSB	106	27	2	102	24	11	199	6
HMX3	1	0	1	0	0	0	1	0
HMX2	4	0	0	1	0	0	1	0
BUB3	1672	300	155	1040	206	134	3618	59
GPR26	0	0	0	0	0	0	0	0
CPXM2	6	0	1	4	0	1	13	0
CHST15	139	21	5	100	22	4	164	3
OAT	883	86	74	425	60	61	1308	13
NKX1-2	17	2	5	15	1	2	15	1
LHPP	210	44	10	185	33	23	446	7
FAM53B	97	38	4	172	36	22	189	6
EEF1AKMT2	530	196	38	582	110	89	1054	26
ABRAXAS2	329	51	17	300	42	41	726	12
ZRANB1	358	73	23	394	55	45	823	11
CTBP2	1660	483	135	1951	444	273	3131	84
TEX36	0	1	0	2	0	0	0	0
EDRF1	313	94	26	299	58	43	627	12
MMP21	3	0	0	9	1	0	2	0
UROS	1533	136	57	732	122	60	2960	15
BCCIP	972	181	66	748	135	106	2040	21
DHX32	394	95	16	472	76	63	707	16
FANK1	149	26	2	301	19	22	287	6
ADAM12	824	106	21	1837	190	184	1252	49
C10orf90	1	2	0	18	1	1	4	0
DOCK1	642	369	21	1868	396	250	1310	58
INSYN2A	1	24	1	111	41	22	4	4
NPS	0	0	0	0	0	0	0	0
FOXI2	0	0	0	1	0	0	0	0
CLRN3	0	0	0	1	0	0	0	0
PTPRE	50	12	2	81	7	11	122	3
MKI67	1807	456	81	1001	280	195	3506	50
MGMT	1405	220	54	561	171	151	1724	31
EBF3	8	10	0	34	7	12	41	4
C10orf143	74	12	0	47	2	8	102	0
GLRX3	2764	332	221	1318	249	153	4862	39
TCERG1L	4	13	2	86	17	4	46	1
PPP2R2D	653	122	44	543	106	58	1326	25
BNIP3	3055	465	255	2925	321	265	9492	96
JAKMIP3	6	2	0	13	1	0	12	0
DPYSL4	116	10	16	35	15	12	336	5
STK32C	100	34	22	101	13	13	301	3
